,Sold Price,lat,lon,X,Y
R2075586,1090000.0,49.2861412,-123.1157307,2206.268220494895,1620.7216533077
R2075325,637000.0,49.2780075,-123.1315048,1062.0298525595815,716.2954784586404
R2075339,858000.0,49.288139799999996,-123.1275746,1347.122861584377,1842.955833698758
R2074998,1550000.0,49.2761771,-123.1287753,1260.0252136439035,512.7642847281181
R2074924,850000.0,49.2872225,-123.1259289,1466.5003907054047,1740.9567274879746
R2074434,1230000.0,49.2744365,-123.1278966,1323.7652846404146,319.21839541082346
R2075174,1688800.0,49.274294299999994,-123.13346489999999,919.8460433419784,303.40647684127794
R2074541,610000.0,49.2834037,-123.1289615,1246.5184408891048,1316.3255416179918
R2074322,675000.0,49.2781262,-123.11061240000001,2577.5448853184976,729.4943162515254
R2074580,435000.0,49.278682,-123.1205503,1856.6589725437684,791.2964564806571
R2075191,520000.0,49.27926,-123.1067054,2860.9549881793214,855.5671240809121
R2074280,575000.0,49.2910019,-123.1373549,637.6691044812923,2161.20683324832
R2074889,851200.0,49.2795653,-123.1197933,1911.571040080757,889.5149351855894
R2075251,699000.0,49.2834276,-123.1048588,2994.9056142195664,1318.9831003650397
R2074575,838000.0,49.2797553,-123.11788490000002,2050.004579955656,910.6419712476508
R2075308,750500.0,49.2780024,-123.1205063,1859.8506911326022,715.7283843324468
R2074616,575000.0,49.2779315,-123.1216717,1775.3136719694728,707.8446640336579
R2074753,908072.0,49.2779939,-123.11554699999999,2219.593645603069,714.783227455984
R2074370,868000.0,49.2830217,-123.1080219,2765.4573172257706,1273.8490796395613
R2074540,780000.0,49.2791479,-123.1099791,2623.483871277633,843.1021728037665
R2074931,888000.0,49.2734047,-123.1198368,1908.4155910212482,204.4874700989894
R2074487,606000.0,49.2782434,-123.1209497,1827.686872446506,742.5263616540745
R2074904,1702000.0,49.28045170000001,-123.1198485,1907.566884032779,988.0781181639878
R2074731,700000.0,49.2773389,-123.1216246,1778.730261639708,641.9505505035926
R2074344,1305000.0,49.2883765,-123.1178783,2050.4833377454243,1869.2756728357572
R2074694,778000.0,49.2750867,-123.13365870000001,905.7879737387619,391.5173367154045
R2075263,450000.0,49.28408599999999,-123.113394,2375.770239269661,1392.1938400661202
R2074756,926000.0,49.28540220000001,-123.1329781,955.1580571811,1538.5486025178354
R2074594,620000.0,49.2756765,-123.1179733,2043.5921271561779,457.100104450387
R2074543,475000.0,49.2893935,-123.12581170000001,1475.0019683999728,1982.3609132337722
R2074022,580000.0,49.2837089,-123.12262460000001,1706.1912028065155,1350.2622332298747
R2074055,1050000.0,49.2775684,-123.1219645,1754.0742355424113,667.4697861688761
R2075245,665000.0,49.2792068,-123.1176206,2069.1766532070774,849.6515539830293
R2074341,625000.0,49.2771532,-123.12972279999998,1191.2944554011594,621.3016526261597
R2073886,425000.0,49.2810194,-123.1063855,2884.1602330995006,1051.203478019061
R2074110,630000.0,49.278682,-123.1205503,1856.6589725437684,791.2964564806571
R2073304,1100000.0,49.2739005,-123.1206393,1850.2029963084822,259.6179147297001
R2073687,452000.0,49.2785529,-123.11504009999999,2256.3636945257917,776.9411914505861
R2073479,530000.0,49.275580299999994,-123.12802279999998,1314.6108554169684,446.4031525062186
R2073909,520000.0,49.279855100000006,-123.1056374,2938.4267030120327,921.7392249276771
R2074726,860000.0,49.2736964,-123.1179186,2047.5600136748312,236.92303020101033
R2073514,830000.0,49.288186700000004,-123.1287981,1258.371323102773,1848.1708757592846
R2073090,655000.0,49.2779939,-123.11554699999999,2219.593645603069,714.783227455984
R2072851,570000.0,49.2889505,-123.1288375,1255.5132841843465,1933.1015607297668
R2073465,653000.0,49.2784466,-123.12958859999999,1201.0291970958651,765.1211707484049
R2072885,775000.0,49.2744365,-123.1278966,1323.7652846404146,319.21839541082346
R2072930,600000.0,49.2773752,-123.11823100000001,2024.8988116945247,645.9869263413443
R2072898,386000.0,49.27834379999999,-123.1350908,801.9047875851012,753.690332287707
R2073333,630000.0,49.28861999999999,-123.1268314,1401.0338901091134,1896.3516374725043
R2072786,1098000.0,49.2883765,-123.1178783,2050.4833377454243,1869.2756728357572
R2072993,778000.0,49.2779315,-123.1216717,1775.3136719694728,707.8446640336579
R2073536,605000.0,49.2741295,-123.1128257,2416.9941864041957,285.08155293101163
R2072638,485000.0,49.2786404,-123.11000020000002,2621.953297135383,786.6707475319129
R2072602,480000.0,49.27666439999999,-123.12264420000001,1704.7694372532703,566.9495724807858
R2072203,630000.0,49.28045170000001,-123.1198485,1907.566884032779,988.0781181639878
R2072284,618000.0,49.2761941,-123.1157455,2205.194642423993,514.6545984810435
R2073019,1200000.0,49.28441919999999,-123.12828689999999,1295.4532899785138,1429.243989624091
R2072914,1880000.0,49.2734047,-123.1198368,1908.4155910212482,204.4874700989894
R2072565,1458000.0,49.288549700000004,-123.12815149999999,1305.275078544836,1888.534634131272
R2072507,602500.0,49.2749955,-123.1223163,1728.55499464574,381.37635940542543
R2072854,396000.0,49.28408599999999,-123.113394,2375.770239269661,1392.1938400661202
R2073566,1020000.0,49.273969,-123.12362549999999,1633.5868588221877,267.23476720458376
R2072393,1430000.0,49.27517839999999,-123.12173689999999,1770.5841253339668,401.71391148698535
R2072606,660000.0,49.27387299999999,-123.1194213,1938.555569966482,256.560054245214
R2072603,768000.0,49.2794125,-123.119698,1918.4840123873919,872.5243503940592
R2072127,725000.0,49.2760599,-123.12630259999999,1439.3925444208,499.7322393255689
R2072577,700000.0,49.2785678,-123.1179095,2048.220119110193,778.5979958571994
R2072447,785000.0,49.2783131,-123.1170413,2111.1985299888206,750.2766480409109
R2072319,525000.0,49.288714,-123.13716770000002,651.2484162937097,1906.8039605783565
R2072174,600000.0,49.2779939,-123.11554699999999,2219.593645603069,714.783227455984
R2072237,768000.0,49.2785351,-123.1198007,1911.034251045306,774.9619217560955
R2072486,600800.0,49.2777153,-123.1179345,2046.4066426387963,683.8043208926475
R2073175,760000.0,49.2749955,-123.1223163,1728.55499464574,381.37635940542543
R2071984,490000.0,49.2776554,-123.12115039999999,1813.128283339225,677.143744787021
R2072619,615000.0,49.277586299999996,-123.1288892,1251.763014842673,669.4601753553709
R2072411,567000.0,49.288549700000004,-123.12815149999999,1305.275078544836,1888.534634131272
R2071995,1600000.0,49.2735969,-123.1245034,1569.90481907239,225.85913500015732
R2072557,700000.0,49.2774739,-123.12240159999999,1722.3674129276637,656.9618656006322
R2073234,708000.0,49.2756765,-123.1179733,2043.5921271561779,457.100104450387
R2072663,785000.0,49.2823018,-123.12492809999999,1539.0974807863417,1193.799851948144
R2072379,1025000.0,49.2735969,-123.1245034,1569.90481907239,225.85913500015732
R2073048,846000.0,49.28168059999999,-123.1241123,1598.2748449820351,1124.7255635152244
R2072055,830000.0,49.284758200000006,-123.1287293,1263.3620103500364,1466.9390697586061
R2072235,663000.0,49.29068849999999,-123.13784390000001,602.1975047119043,2126.3583432367773
R2072392,605000.0,49.2761941,-123.1157455,2205.194642423993,514.6545984810435
R2072078,781000.0,49.275028799999994,-123.13282790000001,966.0534238172934,385.0791504617155
R2072060,2000000.0,49.272035100000004,-123.1267967,1403.5509954506492,52.19489856696301
R2072191,960000.0,49.2754693,-123.13136850000001,1071.91692627807,434.0605156490213
R2072142,698000.0,49.2761941,-123.1157455,2205.194642423993,514.6545984810435
R2072085,938000.0,49.2779939,-123.11554699999999,2219.593645603069,714.783227455984
R2072703,486000.0,49.2791928,-123.1255773,1492.005123791171,848.0948250099854
R2071864,588000.0,49.2836004,-123.12925109999999,1225.5111294519902,1338.197583688587
R2071821,1235000.0,49.2736964,-123.1179186,2047.5600136748312,236.92303020101033
R2071664,480000.0,49.2801011,-123.12652,1423.6225530297395,949.093176881914
R2071389,1075000.0,49.275028799999994,-123.13282790000001,966.0534238172934,385.0791504617155
R2071690,645500.0,49.287350700000005,-123.1392808,497.9661310759003,1755.2119170844762
R2072444,700000.0,49.2906894,-123.14424369999999,137.96203599470653,2126.458418671927
R2071485,392000.0,49.2849929,-123.13986100000001,455.87896913992904,1493.0365190412977
R2072104,690000.0,49.28168059999999,-123.1241123,1598.2748449820351,1124.7255635152244
R2071730,1503800.0,49.291402399999996,-123.12985829999998,1181.4654129293845,2205.7404013692217
R2071112,538000.0,49.285267600000005,-123.12978419999999,1186.840557188316,1523.5817653911831
R2071454,811000.0,49.2797553,-123.11788490000002,2050.004579955656,910.6419712476508
R2073224,885000.0,49.2785529,-123.11504009999999,2256.3636945257917,776.9411914505861
R2072219,428000.0,49.2781145,-123.1194851,1933.9275780124672,728.1933356095924
R2071385,580000.0,49.2781262,-123.11061240000001,2577.5448853184976,729.4943162515254
R2071718,518000.0,49.2783621,-123.12694760000001,1392.604851472164,755.7251994469596
R2071515,583000.0,49.2768552,-123.1252236,1517.66218890072,588.1655644859925
R2071317,730000.0,49.28861999999999,-123.1268314,1401.0338901091134,1896.3516374725043
R2070930,440000.0,49.279782,-123.106388,2883.9788854528765,913.6108757889916
R2071022,1500000.0,49.276329,-123.12328559999999,1658.2428849194844,529.6547940852888
R2071271,688817.0,49.275772700000005,-123.12588429999998,1469.7356327310777,467.7970563937654
R2071194,518200.0,49.2784466,-123.12958859999999,1201.0291970958651,765.1211707484049
R2071606,460000.0,49.2801011,-123.12652,1423.6225530297395,949.093176881914
R2071530,715000.0,49.288139799999996,-123.1275746,1347.122861584377,1842.955833698758
R2071293,875000.0,49.27325680000001,-123.1230321,1676.6315363325411,188.0417404496442
R2071526,655000.0,49.2801011,-123.12652,1423.6225530297395,949.093176881914
R2071276,585000.0,49.2773389,-123.1216246,1778.730261639708,641.9505505035926
R2070997,815000.0,49.2804843,-123.1169885,2115.0285922945964,991.7030727715072
R2071077,569500.0,49.29316310000001,-123.13534080000001,783.7700228762876,2401.521308713698
R2070593,519000.0,49.2830217,-123.1080219,2765.4573172257706,1273.8490796395613
R2070130,445000.0,49.28169579999999,-123.1380979,583.7725837684919,1126.4157264002208
R2070136,1360000.0,49.27355800000001,-123.1140189,2330.440581404626,221.53365235449166
R2070349,885000.0,49.2915866,-123.1327885,968.91146273572,2226.2225068578987
R2070125,610000.0,49.2761973,-123.1223648,1725.0368502919516,515.0104222465138
R2070049,1335000.0,49.2821013,-123.12586409999999,1471.2009217191003,1171.505269156102
R2070570,643000.0,49.2739532,-123.1287006,1265.4438813386432,265.47788736361093
R2070367,2250000.0,49.2735948,-123.11736200000001,2087.935253819866,225.6256256538452
R2070265,375000.0,49.27949659999999,-123.13472320000001,828.5701456113243,881.8758437235367
R2070280,958000.0,49.27494229999999,-123.11725890000001,2095.414030785824,375.4607893067525
R2070039,620000.0,49.28045170000001,-123.1198485,1907.566884032779,988.0781181639878
R2070434,458000.0,49.28408599999999,-123.113394,2375.770239269661,1392.1938400661202
R2070538,773000.0,49.2749955,-123.1223163,1728.55499464574,381.37635940542543
R2070787,1760000.0,49.283755600000006,-123.1186196,1996.7101334325343,1355.4550363048124
R2070416,998000.0,49.2883076,-123.1253203,1510.6476619115633,1861.614342390486
R2070507,580000.0,49.2773389,-123.1216246,1778.730261639708,641.9505505035926
R2070342,1100000.0,49.2742833,-123.13193600000001,1030.7510103902487,302.1833326489057
R2069455,660000.0,49.279782,-123.106388,2883.9788854528765,913.6108757889916
R2069963,1020000.0,49.285889700000006,-123.13504579999999,805.1690452336153,1592.756129256882
R2069643,465000.0,49.27858459999999,-123.1107545,2567.237085059016,780.466070623746
R2069741,575000.0,49.2779282,-123.11874209999999,1987.8240987262982,707.4777207753931
R2069441,520000.0,49.2872225,-123.1259289,1466.5003907054047,1740.9567274879746
R2069552,900000.0,49.2761771,-123.1287753,1260.0252136439035,512.7642847281181
R2069709,600000.0,49.2875878,-123.126725,1408.7520459694401,1781.576234191073
R2070491,603000.0,49.277791799999996,-123.12666840000001,1412.8577566978784,692.310732780812
R2069544,484500.0,49.28408599999999,-123.113394,2375.770239269661,1392.1938400661202
R2069511,650000.0,49.2777641,-123.12778970000001,1331.5197100290354,689.2306333131074
R2069873,655500.0,49.2782434,-123.1209497,1827.686872446506,742.5263616540745
R2069899,470000.0,49.2751294,-123.1257138,1482.1035422607463,396.2653600825168
R2069332,903000.0,49.2872225,-123.1259289,1466.5003907054047,1740.9567274879746
R2069593,410000.0,49.2781145,-123.1194851,1933.9275780124672,728.1933356095924
R2070315,735000.0,49.288218,-123.12425139999999,1588.1846618985028,1851.651276962847
R2069447,810000.0,49.279782,-123.106388,2883.9788854528765,913.6108757889916
R2070390,549000.0,49.2783131,-123.1170413,2111.1985299888206,750.2766480409109
R2070036,1285000.0,49.2856204,-123.12367240000002,1630.1847769607957,1562.8113355107832
R2069276,590800.0,49.2872225,-123.1259289,1466.5003907054047,1740.9567274879746
R2069124,730000.0,49.2795653,-123.1197933,1911.571040080757,889.5149351855894
R2069138,868000.0,49.27423710000001,-123.12545659999999,1500.7605881930747,297.04612703872994
R2069921,1580000.0,49.288678000000004,-123.12514309999999,1523.5015831374837,1902.800943219778
R2069273,700000.0,49.273320399999996,-123.13017990000002,1158.1368516062018,195.11373778234284
R2068971,2170000.0,49.2856204,-123.12367240000002,1630.1847769607957,1562.8113355107832
R2069036,595000.0,49.2780075,-123.1315048,1062.0298525595815,716.2954784586404
R2068680,705000.0,49.27926,-123.1067054,2860.9549881793214,855.5671240809121
R2068863,848000.0,49.28046089999999,-123.12560719999999,1489.836205933009,989.101111486851
R2068345,755000.0,49.2744365,-123.1278966,1323.7652846404146,319.21839541082346
R2068036,896000.0,49.2861412,-123.1157307,2206.268220494895,1620.7216533077
R2068284,578000.0,49.2827686,-123.10718700000001,2826.0201774443535,1245.7056437056128
R2068164,725000.0,49.27537419999999,-123.1247537,1551.7482926461876,423.4858781240111
R2068422,452000.0,49.2875111,-123.13431299999999,858.3256675459207,1773.0475833181097
R2068630,658000.0,49.2791479,-123.1099791,2623.483871277633,843.1021728037665
R2068626,770000.0,49.2791479,-123.1099791,2623.483871277633,843.1021728037665
R2068683,2090000.0,49.2897203,-123.1223188,1728.3736469980847,2018.6994152608022
R2068162,723000.0,49.2761649,-123.12355330000001,1638.8241788682415,511.4077066230031
R2068274,635000.0,49.29068849999999,-123.13784390000001,602.1975047119043,2126.3583432367773
R2068670,943000.0,49.287849200000004,-123.12351640000001,1641.500870139013,1810.6425880166853
R2068121,1360000.0,49.288139799999996,-123.1275746,1347.122861584377,1842.955833698758
R2068040,1200000.0,49.2895949,-123.1268232,1401.628710391278,2004.7555714593834
R2067866,1000000.0,49.27325680000001,-123.1230321,1676.6315363325411,188.0417404496442
R2068794,441000.0,49.28408599999999,-123.113394,2375.770239269661,1392.1938400661202
R2067795,985000.0,49.28045170000001,-123.1198485,1907.566884032779,988.0781181639878
R2068442,820000.0,49.2785529,-123.11504009999999,2256.3636945257917,776.9411914505861
R2068229,928000.0,49.2844735,-123.1270211,1387.2732306490407,1435.2818741419221
R2068338,2020000.0,49.2792065,-123.1266869,1411.5157841107973,849.6181955054361
R2068183,1205000.0,49.2792068,-123.1176206,2069.1766532070774,849.6515539830293
R2068665,557500.0,49.2777641,-123.12778970000001,1331.5197100290354,689.2306333131074
R2067911,761000.0,49.285490100000004,-123.12992109999999,1176.9099600340192,1548.3226365695498
R2067373,600000.0,49.283663,-123.12484099999999,1545.415632810812,1345.158386096502
R2067507,620000.0,49.2773752,-123.11823100000001,2024.8988116945247,645.9869263413443
R2067728,605000.0,49.278682,-123.1205503,1856.6589725437684,791.2964564806571
R2068166,840000.0,49.2821013,-123.12586409999999,1471.2009217191003,1171.505269156102
R2067943,1140000.0,49.275028799999994,-123.13282790000001,966.0534238172934,385.0791504617155
R2067506,650000.0,49.2781145,-123.1194851,1933.9275780124672,728.1933356095924
R2066740,838000.0,49.277586299999996,-123.1288892,1251.763014842673,669.4601753553709
R2067736,445000.0,49.2852774,-123.13036729999999,1144.5430319828793,1524.6714756716028
R2068737,531630.0,49.2767332,-123.1282659,1296.97661021325,574.599783435633
R2067764,1858000.0,49.2777641,-123.12778970000001,1331.5197100290354,689.2306333131074
R2066690,688000.0,49.2768552,-123.1252236,1517.66218890072,588.1655644859925
R2066836,785000.0,49.2760599,-123.12630259999999,1439.3925444208,499.7322393255689
R2067539,998000.0,49.2746419,-123.11231090000001,2454.337293890663,342.0578333434701
R2067436,545000.0,49.275580299999994,-123.12802279999998,1314.6108554169684,446.4031525062186
R2067219,438000.0,49.2852774,-123.13036729999999,1144.5430319828793,1524.6714756716028
R2067295,630000.0,49.274080600000005,-123.1273946,1360.1798921743105,279.6441210185474
R2067914,535000.0,49.2792068,-123.1176206,2069.1766532070774,849.6515539830293
R2067296,710000.0,49.2786404,-123.11000020000002,2621.953297135383,786.6707475319129
R2066821,1780000.0,49.288678000000004,-123.12514309999999,1523.5015831374837,1902.800943219778
R2067581,756000.0,49.2881645,-123.12326409999999,1659.8024746845763,1845.702348387371
R2066893,636000.0,49.2737016,-123.1281723,1303.7662661199743,237.5012438199984
R2066978,260000.0,49.2849929,-123.13986100000001,455.87896913992904,1493.0365190412977
R2067266,475000.0,49.279782,-123.106388,2883.9788854528765,913.6108757889916
R2066950,711000.0,49.2834037,-123.1289615,1246.5184408891048,1316.3255416179918
R2069048,540000.0,49.2794125,-123.119698,1918.4840123873919,872.5243503940592
R2067291,1300000.0,49.27355800000001,-123.1140189,2330.440581404626,221.53365235449166
R2067061,1290000.0,49.2741295,-123.1128257,2416.9941864041957,285.08155293101163
R2067022,1250000.0,49.2867514,-123.1265628,1420.5178813114915,1688.5727975458772
R2066662,625000.0,49.2785678,-123.1179095,2048.220119110193,778.5979958571994
R2066799,742000.0,49.2741473,-123.1188092,1982.9567278779145,287.06082262550217
R2067575,1267000.0,49.275724200000006,-123.12478840000001,1549.2311873036208,462.4041024516887
R2066679,550000.0,49.277974799999996,-123.1169051,2121.0783498018563,712.6594043567466
R2067194,642000.0,49.27764759999999,-123.12305390000002,1675.0501848490294,676.2764243577489
R2067115,875000.0,49.2883076,-123.1253203,1510.6476619115633,1861.614342390486
R2066828,1395000.0,49.288933,-123.12631270000001,1438.659899924727,1931.1556495136595
R2066592,486000.0,49.281183399999996,-123.12537659999998,1506.5637129005136,1069.4394459885525
R2067855,532000.0,49.2781262,-123.11061240000001,2577.5448853184976,729.4943162515254
R2066718,682000.0,49.2756765,-123.1179733,2043.5921271561779,457.100104450387
R2067279,770000.0,49.2830217,-123.1080219,2765.4573172257706,1273.8490796395613
R2067190,249000.0,49.283336799999994,-123.14039469999999,417.1648734425082,1308.8866010246581
R2067092,580000.0,49.2768552,-123.1252236,1517.66218890072,588.1655644859925
R2066864,626000.0,49.2768552,-123.1252236,1517.66218890072,588.1655644859925
R2066603,555000.0,49.28045170000001,-123.1198485,1907.566884032779,988.0781181639878
R2067150,551000.0,49.2757826,-123.1338545,891.5848260203077,468.89788616697945
R2066770,450000.0,49.2760599,-123.12630259999999,1439.3925444208,499.7322393255689
R2067380,550000.0,49.2795653,-123.1197933,1911.571040080757,889.5149351855894
R2068147,510000.0,49.287350700000005,-123.1392808,497.9661310759003,1755.2119170844762
R2066680,935000.0,49.288970899999995,-123.1237606,1623.786831973254,1935.3699372329613
R2067940,678000.0,49.276672399999995,-123.11659070000002,2143.884629897401,567.8391318948568
R2066794,284000.0,49.2891637,-123.136778,679.516887521864,1956.8083190908956
R2068474,2000000.0,49.288919899999996,-123.12298659999999,1679.9320635103802,1929.698995974185
R2066164,1070000.0,49.2747924,-123.13409159999999,874.3858151715801,358.79266980388957
R2066236,710000.0,49.2900011,-123.12816380000001,1304.3828481195276,2049.922950662455
R2066474,531000.0,49.28861999999999,-123.1268314,1401.0338901091134,1896.3516374725043
R2066458,595000.0,49.288139799999996,-123.1275746,1347.122861584377,1842.955833698758
R2066102,1460000.0,49.2736964,-123.1179186,2047.5600136748312,236.92303020101033
R2067106,850000.0,49.27968019999999,-123.1088307,2706.787726441656,902.2912322554475
R2066281,560000.0,49.2767332,-123.1282659,1296.97661021325,574.599783435633
R2067284,767200.0,49.2813233,-123.1241015,1599.0582668173074,1084.995616226197
R2066152,620000.0,49.2792068,-123.1176206,2069.1766532070774,849.6515539830293
R2065820,547000.0,49.2761941,-123.1157455,2205.194642423993,514.6545984810435
R2066011,1210000.0,49.2830217,-123.1080219,2765.4573172257706,1273.8490796395613
R2065193,778000.0,49.2794125,-123.119698,1918.4840123873919,872.5243503940592
R2065280,1250000.0,49.27517839999999,-123.12173689999999,1770.5841253339668,401.71391148698535
R2066020,868000.0,49.2830217,-123.1080219,2765.4573172257706,1273.8490796395613
R2066125,600000.0,49.2830217,-123.1080219,2765.4573172257706,1273.8490796395613
R2065563,441000.0,49.2789498,-123.1278804,1324.9404173938385,821.0744578356299
R2065847,441500.0,49.2901714,-123.1352945,787.1285813008402,2068.859446670093
R2065473,610500.0,49.2875878,-123.126725,1408.7520459694401,1781.576234191073
R2065237,1505000.0,49.28322070000001,-123.1401102,437.80223567989077,1295.9768700428474
R2065498,970000.0,49.273969,-123.12362549999999,1633.5868588221877,267.23476720458376
R2065842,1330000.0,49.2757826,-123.1338545,891.5848260203077,468.89788616697945
R2065327,850000.0,49.27474,-123.11252079999998,2439.1113454435986,352.9660556475718
R2066385,884500.0,49.2830217,-123.1080219,2765.4573172257706,1273.8490796395613
R2065526,1350000.0,49.2741295,-123.1128257,2416.9941864041957,285.08155293101163
R2064709,558000.0,49.279728999999996,-123.1258703,1470.7511795532043,907.7175446766976
R2065230,495000.0,49.2830217,-123.1080219,2765.4573172257706,1273.8490796395613
R2065060,431800.0,49.2893935,-123.12581170000001,1475.0019683999728,1982.3609132337722
R2065871,768000.0,49.2794125,-123.119698,1918.4840123873919,872.5243503940592
R2066033,1900000.0,49.292579700000005,-123.1347564,826.1618488587937,2336.650188508866
R2064914,655000.0,49.2772814,-123.12065690000001,1848.9263088715056,635.5568422218712
R2064721,885000.0,49.2734047,-123.1198368,1908.4155910212482,204.4874700989894
R2065004,722000.0,49.28934539999999,-123.14243629999999,269.06913092949185,1977.012437260503
R2065110,685000.0,49.2781145,-123.1194851,1933.9275780124672,728.1933356095924
R2065544,1681800.0,49.2734085,-123.12929240000001,1222.5152663206861,204.91001082043607
R2064875,685000.0,49.287063,-123.1269742,1390.67531250734,1723.2211366887007
R2065039,1398000.0,49.27481600000001,-123.12553270000001,1495.240365814782,361.4168700733445
R2065041,348000.0,49.283663,-123.12484099999999,1545.415632810812,1345.158386096502
R2065712,590000.0,49.2791479,-123.1099791,2623.483871277633,843.1021728037665
R2064453,2100000.0,49.285267600000005,-123.12978419999999,1186.840557188316,1523.5817653911831
R2064981,651000.0,49.2788489,-123.107294,2818.25849815028,809.8548897372356
R2064261,975000.0,49.2915866,-123.1327885,968.91146273572,2226.2225068578987
R2064334,710000.0,49.28045170000001,-123.1198485,1907.566884032779,988.0781181639878
R2065279,2100000.0,49.288139799999996,-123.1275746,1347.122861584377,1842.955833698758
R2064157,758000.0,49.2755494,-123.1155367,2220.3407979079857,442.9672292738337
R2064622,615000.0,49.27666439999999,-123.12264420000001,1704.7694372532703,566.9495724807858
R2064241,960000.0,49.2784446,-123.13082320000001,1111.4724750595383,764.8987808948871
R2065524,830000.0,49.2883076,-123.1253203,1510.6476619115633,1861.614342390486
R2065281,375000.0,49.287127000000005,-123.1346811,831.624039989342,1730.3376119941572
R2064442,781000.0,49.27325680000001,-123.1230321,1676.6315363325411,188.0417404496442
R2064309,488000.0,49.287350700000005,-123.1392808,497.9661310759003,1755.2119170844762
R2065068,475000.0,49.2849545,-123.1234576,1645.7661667997795,1488.7666338580239
R2064892,900000.0,49.2844735,-123.1270211,1387.2732306490407,1435.2818741419221
R2064902,825000.0,49.2785678,-123.1179095,2048.220119110193,778.5979958571994
R2064108,561000.0,49.279855100000006,-123.1056374,2938.4267030120327,921.7392249276771
R2063916,445000.0,49.284374,-123.1292243,1227.4551762277194,1424.217978941069
R2064730,587000.0,49.2777153,-123.1179345,2046.4066426387963,683.8043208926475
R2064477,568000.0,49.2779282,-123.11874209999999,1987.8240987262982,707.4777207753931
R2065574,875000.0,49.275028799999994,-123.13282790000001,966.0534238172934,385.0791504617155
R2064328,2350000.0,49.275082899999994,-123.1251879,1520.2518333009057,391.0947959931678
R2065252,374000.0,49.27949659999999,-123.13472320000001,828.5701456113243,881.8758437235367
R2064369,1220000.0,49.2741473,-123.1188092,1982.9567278779145,287.06082262550217
R2064378,1127500.0,49.2803238,-123.10929440000001,2673.1513648600226,973.8562870450793
R2063781,635000.0,49.2861412,-123.1157307,2206.268220494895,1620.7216533077
R2063687,710000.0,49.2864416,-123.1152959,2237.8082032749544,1654.1246092717727
R2065064,750000.0,49.27858459999999,-123.1107545,2567.237085059016,780.466070623746
R2065324,495000.0,49.2751294,-123.1257138,1482.1035422607463,396.2653600825168
R2064047,1001000.0,49.276877,-123.120883,1832.5252276699864,590.5896138867284
R2064075,357000.0,49.27709230000001,-123.13060759999999,1127.1118961452357,614.5298815941694
R2064092,859400.0,49.282256700000005,-123.13883829999999,530.0646646098303,1188.7849607571263
R2065054,610000.0,49.2786404,-123.11000020000002,2621.953297135383,786.6707475319129
R2063680,800000.0,49.2872225,-123.1259289,1466.5003907054047,1740.9567274879746
R2064097,580000.0,49.2830217,-123.1080219,2765.4573172257706,1273.8490796395613
R2063138,670000.0,49.27537419999999,-123.1247537,1551.7482926461876,423.4858781240111
R2063959,751000.0,49.2779315,-123.1216717,1775.3136719694728,707.8446640336579
R2063156,401000.0,49.2775615,-123.13104299999999,1095.528389929368,666.7025411747535
R2063206,475000.0,49.2781262,-123.11061240000001,2577.5448853184976,729.4943162515254
R2063278,330000.0,49.27949659999999,-123.13472320000001,828.5701456113243,881.8758437235367
R2063024,798000.0,49.27877669999999,-123.1117008,2498.593373685827,801.8266160321194
R2062584,718000.0,49.288549700000004,-123.12815149999999,1305.275078544836,1888.534634131272
R2062851,522000.0,49.2744365,-123.1278966,1323.7652846404146,319.21839541082346
R2062750,845000.0,49.28934539999999,-123.14243629999999,269.06913092949185,1977.012437260503
R2062478,1002000.0,49.2741295,-123.1128257,2416.9941864041957,285.08155293101163
R2063557,1025000.0,49.2794125,-123.119698,1918.4840123873919,872.5243503940592
R2062745,590000.0,49.2777153,-123.1179345,2046.4066426387963,683.8043208926475
R2062627,450000.0,49.274080600000005,-123.1273946,1360.1798921743105,279.6441210185474
R2062702,387000.0,49.287442799999994,-123.13732949999999,639.5115965765613,1765.4529698272347
R2063108,415000.0,49.2789498,-123.1278804,1324.9404173938385,821.0744578356299
R2062898,550000.0,49.2761649,-123.12355330000001,1638.8241788682415,511.4077066230031
R2062493,950000.0,49.2719407,-123.12194740000001,1755.3146534480015,41.698097491513586
R2062794,610000.0,49.2821013,-123.12586409999999,1471.2009217191003,1171.505269156102
R2062032,1388000.0,49.27228179999999,-123.1201794,1883.5637094653912,79.62668696839052
R2062110,682000.0,49.2813233,-123.1241015,1599.0582668173074,1084.995616226197
R2063575,400000.0,49.28458510000001,-123.13318229999999,940.345581368545,1447.691227956676
R2062842,440000.0,49.2810194,-123.1063855,2884.1602330995006,1051.203478019061
R2062265,560000.0,49.2774739,-123.12240159999999,1722.3674129276637,656.9618656006322
R2064247,988000.0,49.288933,-123.12631270000001,1438.659899924727,1931.1556495136595
R2062059,1750000.0,49.2734085,-123.12929240000001,1222.5152663206861,204.91001082043607
R2062846,1775000.0,49.2741635,-123.12869760000001,1265.6614985145925,288.8621804368625
R2061969,485000.0,49.2889505,-123.1288375,1255.5132841843465,1933.1015607297668
R2062680,385000.0,49.27961819999999,-123.12404520000001,1603.1422158283572,895.3971468035089
R2062378,2100000.0,49.279123799999994,-123.1265586,1420.8225453590574,840.4223750711297
R2062163,655000.0,49.2845344,-123.13401950000001,879.6158813121815,1442.0536451747025
R2061396,649900.0,49.279728999999996,-123.1258703,1470.7511795532043,907.7175446766976
