,Sold Price,lat,lon,X,Y
R2035819,1052000.0,49.28045170000001,-123.1198485,1907.566884032779,988.0781181639878
R2035835,515000.0,49.275580299999994,-123.12802279999998,1314.6108554169684,446.4031525062186
R2036676,2222000.0,49.2832675,-123.116417,2156.4846644180475,1301.1807926089996
R2036680,750000.0,49.2794125,-123.119698,1918.4840123873919,872.5243503940592
R2035339,676500.0,49.2793042,-123.10782320000001,2779.8708282147213,860.4819398383603
R2036393,465000.0,49.288379600000006,-123.1375148,626.0701089739289,1869.6203771092232
R2035362,590000.0,49.27583430000001,-123.133078,947.911405204058,474.64666387531656
R2035524,735000.0,49.2761973,-123.1223648,1725.0368502919516,515.0104222465138
R2035392,661000.0,49.277974799999996,-123.1169051,2121.0783498018563,712.6594043567466
R2035710,683500.0,49.27968019999999,-123.1088307,2706.787726441656,902.2912322554475
R2036529,698000.0,49.2791479,-123.1099791,2623.483871277633,843.1021728037665
R2036101,475000.0,49.28032140000001,-123.1192304,1952.4032762971403,973.5894192227543
R2035783,503000.0,49.27877669999999,-123.1117008,2498.593373685827,801.8266160321194
