,PicCount,List Price,Sold Price,Tot BR,Tot Baths,TotFlArea,Age,TotalPrkng,# Rms,Fireplaces,Gross Taxes,Taxes/TotFlArea,Strata Maint Fee,View_Score,Baths,GST Incl,Title to Land 0,Title to Land 1,Title to Land 2,Title to Land 3,Title to Land 4,Title to Land 5,Title to Land 6,District 21,District 16,District 11,District 10,District 15,District 18,District 26,District 20,District 13,District 22,District 17,District 14,District 27,District 8,District 7,District 9,District 6,District 3,District 31,District 12,District 25,District 4,District 32,District 5,District 23,District 19,District 2,DOM,Address_IsPH
R2241452,0.7662852690848909,-0.5507267741098253,-0.5298332918410448,-0.6576829802210812,-0.8076088499514855,-1.0648346034306322,0.09981648724060486,-0.1270117087732673,0.15571342074694838,1.5271178725774979,-0.07587301036758638,-0.02395908721542495,-0.6112417114316724,-0.15720476109348847,-0.818122021519067,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,14,0
R2241482,0.7662852690848909,0.07260801363151889,0.09552616883535316,0.8694335713973095,0.9478831840426758,0.7156600516615792,-0.5977149687592057,-0.1270117087732673,0.15571342074694838,-0.6262828060694792,-0.021209919355273756,-0.03648998008987993,1.190779061928456,-0.9503938321114009,1.0763591766107998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12,0
R2241361,0.2548775529854951,-0.17788451631212163,-0.26525813540103027,-0.6576829802210812,-0.8076088499514855,-0.17458727588452658,0.4873339627960552,-0.1270117087732673,0.789363730636503,-0.6262828060694792,-0.029895119669842755,-0.01827075146722771,-0.33504154406905995,0.47734649572084153,-0.818122021519067,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8,0
R2241593,0.4253467916852937,-0.13130819945858627,-0.024735265910107992,0.8694335713973095,-0.8076088499514855,0.36849796640228694,1.2623689139069558,-0.1270117087732673,-0.47793688914260624,-0.6262828060694792,-0.030287219915985906,-0.034163910322939174,0.25394039693788045,-0.15720476109348847,-0.818122021519067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7,0
R2241480,0.5958160303850923,-0.20545954967316996,-0.23639539106211963,-0.6576829802210812,-0.8076088499514855,-0.3052027139028741,0.254823477462785,-0.1270117087732673,0.789363730636503,-0.6262828060694792,-0.056205405911044566,-0.03439920310359333,-0.09198780743946919,-1.4263072747221484,-0.818122021519067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7,0
R2241494,0.7662852690848909,0.33210993262623134,0.3480751818008216,-0.6576829802210812,-0.8076088499514855,-0.16427553077781493,-0.907728949203566,-0.1270117087732673,-0.47793688914260624,-0.6262828060694792,0.011253822675400255,0.012323497247287955,-0.3367289987245594,0.16007086731367653,-0.818122021519067,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2,0
R2240961,0.7662852690848909,-0.36534839857336604,-0.20512741802829973,-0.6576829802210812,-0.8076088499514855,-0.5389356029883382,-0.2877009883148455,-0.1270117087732673,0.15571342074694838,1.5271178725774979,-0.03947891302557284,-0.011959196364141163,-0.3149126206784617,-0.7917560179078185,-0.818122021519067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,15,0
R2240956,0.5958160303850923,0.6352313833846727,0.5919196721194135,0.8694335713973095,0.9478831840426758,0.2619432669662666,0.254823477462785,-0.1270117087732673,1.4230140405260576,-0.6262828060694792,0.005922698227839272,-0.00809870652043284,0.5534635982890007,0.47734649572084153,1.0763591766107998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7,0
R2240972,0.5958160303850923,-0.17765279334270107,-0.005493436350834209,-0.6576829802210812,-0.8076088499514855,-0.5458100997261459,-0.6752184638702958,-0.1270117087732673,0.15571342074694838,-0.6262828060694792,-0.03892709488100073,-0.011176003732623304,-0.7118863283846644,-0.7917560179078185,-0.818122021519067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7,0
R2240947,0.5958160303850923,-0.30510042652401675,-0.337414996248307,-0.6576829802210812,-0.8076088499514855,-0.8929721849854382,-0.5202114736481156,-0.1270117087732673,0.789363730636503,-0.6262828060694792,-0.04811734909060183,-0.002811488873511919,-0.9639800006687155,-0.47448038950065347,-0.818122021519067,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5,0
R2240784,0.7662852690848909,1.4861181270970205,1.658924820526348,0.8694335713973095,0.9478831840426758,1.1521905945123723,-0.907728949203566,2.1666108729996862,2.056664350415612,-0.6262828060694792,0.11054727454871131,0.021512164465820435,1.0700657878225621,1.4291733809423366,1.0763591766107998,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8,0
R2240712,0.7662852690848909,-0.15911495578905513,-0.19310127455375362,-0.6576829802210812,-0.8076088499514855,-0.6214295638420314,0.17731998235169494,-0.1270117087732673,-1.1115871990321609,-0.6262828060694792,-0.03874363513280532,-0.007592309216842373,-0.6881414307322818,-0.7917560179078185,-0.818122021519067,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,26,0
R2240721,-1.2793455953126924,-0.2958315077471938,-0.3253888527737609,-0.6576829802210812,-0.8076088499514855,-0.26739298184493143,0.4873339627960552,-0.1270117087732673,0.15571342074694838,-0.6262828060694792,-0.052529016447206964,-0.03264336398922211,-0.40235893157594155,-0.15720476109348847,-0.818122021519067,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,24,0
R2240525,0.2548775529854951,0.21395902497806904,0.287944464428091,0.8694335713973095,0.9478831840426758,0.31006474413092094,0.4873339627960552,-0.1270117087732673,0.15571342074694838,-0.6262828060694792,-0.0078641219865482,-0.01845596472479065,-0.47383468948387486,-0.47448038950065347,1.0763591766107998,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11,0
R2240600,0.4253467916852937,0.2579863891679781,0.4466895582920997,0.8694335713973095,0.9478831840426758,0.4991134044206345,-0.4427079785370256,-0.1270117087732673,1.4230140405260576,1.5271178725774979,-0.022017142247333598,-0.0321797398535035,0.37368941124063204,-0.7917560179078185,1.0763591766107998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11,0
R2240488,0.7662852690848909,-0.8311115671087198,-0.8184607352301516,-2.184799531839472,-0.8076088499514855,-1.422308433796636,0.17731998235169494,-0.1270117087732673,-1.7452375089217154,1.5271178725774979,-0.07403481563566756,0.0009251593083476404,-0.914621951995362,-0.15720476109348847,-0.818122021519067,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7,0
R2240539,0.08440831428569649,1.9310262283845225,2.2361797073045615,0.8694335713973095,0.9478831840426758,1.51310167324728,0.6423409530182353,2.1666108729996862,0.15571342074694838,1.5271178725774979,0.06560035569082667,-0.010108017900928055,1.8946284519847394,-0.15720476109348847,1.0763591766107998,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11,0
R2239863,0.4253467916852937,-0.2726592108051364,-0.3494411397228531,-0.6576829802210812,-2.563100883945647,-0.4530043937657411,-0.5977149687592057,-0.1270117087732673,0.15571342074694838,-0.6262828060694792,-0.04746121069705587,-0.022277800659062114,-0.051850493133665035,1.7464490093495015,-2.712603219648934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,31,0
R2240077,0.2548775529854951,-0.1799700230369068,-0.21715356150284584,-0.6576829802210812,-0.8076088499514855,-0.3705104329120479,-0.05519050298157526,-0.1270117087732673,0.15571342074694838,1.5271178725774979,-0.03383338893110441,-0.014120561559505756,-0.44454529796342324,0.7946221241280065,-0.818122021519067,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,30,0
R2239933,0.7662852690848909,0.33187820965681075,0.3625065539702769,0.8694335713973095,0.9478831840426758,0.07289460667655301,-0.5202114736481156,-0.1270117087732673,1.4230140405260576,-0.6262828060694792,0.005993204327145748,-0.0013719868113383556,-0.241869940590422,0.16007086731367653,1.0763591766107998,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6,0
R2240220,0.4253467916852937,-0.8519666343565715,-0.8473234795690623,-0.6576829802210812,-0.8076088499514855,-1.367312459894174,0.254823477462785,-0.1270117087732673,-0.47793688914260624,1.5271178725774979,-0.08230633220430573,-0.0147776166347516,-1.1957639508490792,-0.15720476109348847,-0.818122021519067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6,0
R2239895,0.7662852690848909,-0.712932852704227,-0.6212319822475953,-0.6576829802210812,-0.8076088499514855,-0.7348587600158595,1.9599003699067663,-0.1270117087732673,-1.1115871990321609,-0.6262828060694792,-0.06944112743085287,-0.03146661983006549,-0.14411810304685713,-0.15720476109348847,-0.818122021519067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5,0
R2239659,0.7662852690848909,0.3298205096883561,0.40820589917355216,0.8694335713973095,0.9478831840426758,0.07289460667655301,-0.5202114736481156,-0.1270117087732673,1.4230140405260576,-0.6262828060694792,-0.01870767227988683,-0.018416217775124307,-0.2307206866165874,-0.7917560179078185,1.0763591766107998,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5,0
R2239699,0.7662852690848909,-0.59707136799394,-0.5178071483664987,-0.6576829802210812,-0.8076088499514855,-0.600806073628608,0.4873339627960552,-0.1270117087732673,-0.47793688914260624,-0.6262828060694792,-0.06502946007424774,-0.03225034382903401,-0.35914803914762095,-0.47448038950065347,-0.818122021519067,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5,0
R2239611,-0.5974686405134979,1.9495640659381686,1.875395403068178,0.8694335713973095,0.9478831840426758,1.365299993384413,0.4873339627960552,2.1666108729996862,2.056664350415612,-0.6262828060694792,0.021849882171173313,-0.027395050945721908,1.9726129635638845,2.0637246377566663,1.0763591766107998,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,32,0
R2240430,0.7662852690848909,1.1431681323545708,0.9854607859517657,0.8694335713973095,0.9478831840426758,0.24131977675284327,-1.140239434536836,-0.1270117087732673,0.15571342074694838,-0.6262828060694792,0.061065662385431665,0.028530362776254193,0.4548077671799899,0.47734649572084153,1.0763591766107998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,24,0
R2239454,0.7662852690848909,1.3702566423867335,1.2981405162899646,0.8694335713973095,0.9478831840426758,1.0250124048629286,-0.7527219589813858,-0.1270117087732673,1.4230140405260576,-0.6262828060694792,0.04268443451623654,-0.009291572997803855,0.21868464788548525,0.47734649572084153,1.0763591766107998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,24,0
R2239607,0.7662852690848909,-0.6225608946302031,-0.5519613958342097,-0.6576829802210812,-0.8076088499514855,-1.0785835969062478,0.09981648724060486,-0.1270117087732673,-0.47793688914260624,1.5271178725774979,-0.06171999010680098,-0.006965764112944889,-0.8423024667596791,0.16007086731367653,-0.818122021519067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,23,0
R2239566,0.4253467916852937,0.1652972013997485,0.13882028534371918,0.8694335713973095,0.9478831840426758,0.571295620167616,0.4873339627960552,-2.420634290546221,0.15571342074694838,-0.6262828060694792,-0.009149779123901986,-0.026271152529128053,1.4365447792543848,0.47734649572084153,1.0763591766107998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,21,0
R2239308,0.2548775529854951,-0.24740140713829384,-0.2893104223501225,-0.6576829802210812,-0.8076088499514855,-0.4942513741925877,-0.6752184638702958,-0.1270117087732673,0.15571342074694838,-0.6262828060694792,-0.032493053594288474,-0.007843928885247022,-0.43393844012885646,-0.7917560179078185,-0.818122021519067,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,20,0
R2239225,-2.4726302662112825,0.9114451629339969,0.8892516381553968,0.8694335713973095,0.9478831840426758,0.8015912608841762,-0.13269399809266533,-0.1270117087732673,2.056664350415612,-0.6262828060694792,0.026876679271727776,-0.011770531405387018,0.4752982879967666,-0.7917560179078185,1.0763591766107998,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,20,0
R2240008,0.7662852690848909,1.5788073148652502,1.4472646953743364,0.8694335713973095,0.9478831840426758,0.9150204570580044,0.17731998235169494,-0.1270117087732673,1.4230140405260576,1.5271178725774979,0.05628707553243569,0.0009339871841214862,1.067052475937742,0.7946221241280065,1.0763591766107998,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,18,0
R2239571,0.7662852690848909,-0.24995035980192015,-0.23639539106211963,-0.6576829802210812,-0.8076088499514855,-0.6111178187353197,0.8748514383515055,-0.1270117087732673,-0.47793688914260624,1.5271178725774979,-0.05234555669901155,-0.0203953121475856,-0.5151170623059104,1.7464490093495015,-0.818122021519067,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8,0
R2239150,0.08440831428569649,-0.36534839857336604,-0.2243692475875735,-0.6576829802210812,-0.8076088499514855,-0.7417332567536673,-0.5202114736481156,-0.1270117087732673,-1.1115871990321609,-0.6262828060694792,-0.040948749361114964,-0.0037533735197290098,-0.767994195680015,-0.7917560179078185,-0.818122021519067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7,0
R2239366,-0.2565301631139007,0.3298205096883561,0.32402289485172936,0.8694335713973095,0.9478831840426758,0.8565872347866383,0.4098304676849651,-0.1270117087732673,-1.1115871990321609,1.5271178725774979,-0.0012459015016475876,-0.028484392678302023,0.29070280193268605,-0.15720476109348847,1.0763591766107998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7,0
R2239069,0.4253467916852937,-0.6457331915722606,-0.628447668332323,-0.6576829802210812,-0.8076088499514855,-0.9170329235677653,0.5648374579071452,-0.1270117087732673,-0.47793688914260624,-0.6262828060694792,-0.07421971428384884,-0.02894078150202854,-0.6508968958359052,-0.7917560179078185,-0.818122021519067,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6,0
R2239107,0.7662852690848909,-0.01544671474829924,-0.0006829789610157634,-0.6576829802210812,-0.8076088499514855,-0.2708302302138353,0.6423409530182353,-0.1270117087732673,-0.47793688914260624,-0.6262828060694792,0.004284510593953124,0.011997665451336311,-0.4074212955424392,1.4291733809423366,-0.818122021519067,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6,0
R2239205,0.08440831428569649,-0.4096074857326957,-0.26525813540103027,-0.6576829802210812,-0.8076088499514855,-0.8482879561896877,-0.4427079785370256,-0.1270117087732673,-1.1115871990321609,-0.6262828060694792,-0.04719933089963181,-0.004324374488788972,-0.8985308665304226,-0.15720476109348847,-0.818122021519067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6,0
R2239697,-0.42699940181369933,-0.9701453487610643,-1.0349313177719817,-2.184799531839472,-0.8076088499514855,-1.4773044076990982,0.8748514383515055,-0.1270117087732673,-2.37888781881127,-0.6262828060694792,-0.09094692661931349,-0.019850166829756762,-1.2102881141339121,-0.7917560179078185,-0.818122021519067,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5,0
R2239531,-0.08606092441410211,0.883638406603528,1.0624353198749454,0.8694335713973095,0.9478831840426758,0.38224695987790247,-0.5977149687592057,-0.1270117087732673,0.789363730636503,-0.6262828060694792,0.023936287150650624,-0.0007144604202834163,0.13533644115136084,2.0637246377566663,1.0763591766107998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5,0
R2239002,0.7662852690848909,1.4884353567912263,1.658924820526348,0.8694335713973095,0.9478831840426758,1.190000326570315,0.4873339627960552,2.1666108729996862,2.056664350415612,-0.6262828060694792,0.02467156504341813,-0.022384442999054014,1.413221745265877,-0.15720476109348847,1.0763591766107998,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5,0
R2239281,-2.4726302662112825,-0.59707136799394,-0.553885578790137,-0.6576829802210812,-0.8076088499514855,-0.7107980214335323,0.254823477462785,-0.1270117087732673,-0.47793688914260624,-0.6262828060694792,-0.05142753850804152,-0.0152676258660368,-0.7725141635072452,-0.15720476109348847,-0.818122021519067,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4,0
R2238983,0.4253467916852937,0.5128816555306095,0.3721274687499138,0.8694335713973095,0.9478831840426758,0.4063076984602297,0.7973479432404155,-0.1270117087732673,1.4230140405260576,-0.6262828060694792,0.017318066665749993,-0.005622844653929898,0.3163159529536571,-0.15720476109348847,1.0763591766107998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4,0
R2239168,-0.08606092441410211,0.26030361886218384,0.2254085183604512,0.8694335713973095,0.9478831840426758,1.0353241499696402,1.649886389462406,-0.1270117087732673,-0.47793688914260624,1.5271178725774979,-0.0045539325691085104,-0.03397135961546049,0.11345979686756645,-0.15720476109348847,0.12911857754586636,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4,0
R2239617,0.2548775529854951,0.767776921893241,0.7329117729862973,0.8694335713973095,0.9478831840426758,0.24131977675284327,-1.140239434536836,-0.1270117087732673,0.789363730636503,-0.6262828060694792,0.03809002686142895,0.013555364258384259,0.4548077671799899,0.47734649572084153,1.0763591766107998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0
R2239864,-2.4726302662112825,-0.4325480597053325,-0.4624868883835866,-0.6576829802210812,-0.8076088499514855,-1.0613973550617284,-1.140239434536836,-0.1270117087732673,-1.1115871990321609,-0.6262828060694792,-0.05510320852188621,-0.00043149100762910334,-0.8459184410214632,-0.9503938321114009,-0.818122021519067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0
R2239252,0.7662852690848909,-0.13153992242800683,-0.1738594449944798,-0.6576829802210812,-0.8076088499514855,-1.0613973550617284,-1.140239434536836,-0.1270117087732673,-0.47793688914260624,-0.6262828060694792,-0.035573019013992735,0.021851146703763633,-0.9929680610006851,-0.15720476109348847,-0.818122021519067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,38,0
