,PicCount,List Price,Sold Price,Tot BR,Tot Baths,TotFlArea,Age,TotalPrkng,# Rms,Fireplaces,Gross Taxes,Taxes/TotFlArea,Strata Maint Fee,View_Score,Baths,GST Incl,Title to Land 0,Title to Land 1,Title to Land 2,Title to Land 3,Title to Land 4,Title to Land 5,Title to Land 6,District 21,District 16,District 11,District 10,District 15,District 18,District 26,District 20,District 13,District 22,District 17,District 14,District 27,District 8,District 7,District 9,District 6,District 3,District 31,District 12,District 25,District 4,District 32,District 5,District 23,District 19,District 2,DOM,Address_IsPH
R2050687,-2.302161027511484,-0.8612355531333944,-0.9146698830265205,-0.6576829802210812,-0.8076088499514855,-0.8620369496653032,-0.5202114736481156,-0.1270117087732673,-1.1115871990321609,1.5271178725774979,-0.05759322494739343,-0.014214292456298698,-0.8181959716811181,2.0637246377566663,-0.818122021519067,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0
R2050161,-2.6430995049110813,-0.34449333132551435,-0.38551957014649146,0.8694335713973095,0.9478831840426758,0.2138217898016122,-0.2877009883148455,-0.1270117087732673,0.15571342074694838,1.5271178725774979,-0.02630722255513471,-0.027676968917529843,0.4014118805809773,-0.7917560179078185,1.0763591766107998,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5,1
R2049384,0.7662852690848909,-0.03861901169035664,0.48036276002082884,0.8694335713973095,0.9478831840426758,0.08664360015216854,0.09981648724060486,-0.1270117087732673,0.15571342074694838,1.5271178725774979,0.007267350264612757,-0.0010124178358120555,0.17017032653988126,2.0637246377566663,0.12911857754586636,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3,0
R2049572,-0.08606092441410211,-0.06642576802082553,0.0017222497338934596,0.8694335713973095,0.9478831840426758,0.6572268293902132,0.09981648724060486,-0.1270117087732673,0.15571342074694838,-0.6262828060694792,0.009810605989596299,-0.017471045357658952,0.6685118460514327,0.7946221241280065,1.0763591766107998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2,0
R2050642,-2.4726302662112825,-0.7108473459794419,-0.8064345917556055,-0.6576829802210812,-0.8076088499514855,-0.9720288974702275,-0.830225454092476,-0.1270117087732673,-1.1115871990321609,-0.6262828060694792,-0.050980040612443295,-0.0012972405277748259,-0.9220949654697159,-0.7917560179078185,-0.818122021519067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0
R2048984,0.5958160303850923,-0.712932852704227,-0.628447668332323,-0.6576829802210812,-0.8076088499514855,-0.5458100997261459,-0.5977149687592057,-0.1270117087732673,0.15571342074694838,-0.6262828060694792,-0.03877097423253641,-0.011038672105251114,-0.5628479225614611,0.7946221241280065,-0.818122021519067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7,0
R2048988,0.7662852690848909,-0.7203479877256854,-0.6260424396374138,0.8694335713973095,0.9478831840426758,0.07976910341436078,1.3398724090180458,-0.1270117087732673,-0.47793688914260624,-0.6262828060694792,-0.04716479729997149,-0.03822304012518106,-0.6273327968966116,-1.4263072747221484,1.0763591766107998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6,0
R2048937,-1.6202840727122896,-0.8079392701666624,-0.7703561613319672,-0.6576829802210812,-0.8076088499514855,-0.4461298970279333,-0.5202114736481156,-2.420634290546221,-0.47793688914260624,-0.6262828060694792,-0.05072535531494846,-0.02528235953251143,-0.4069391656408681,1.1118977525351714,-0.818122021519067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5,0
R2048438,0.7662852690848909,-0.24740140713829384,-0.26525813540103027,0.8694335713973095,0.9478831840426758,0.15195131916134233,-0.9852324443146561,-0.1270117087732673,2.690314660305167,-0.6262828060694792,-0.0016344044978261277,-0.009392246709420207,0.22109529739334122,0.47734649572084153,1.0763591766107998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8,0
R2048397,0.7662852690848909,-0.59707136799394,-0.5226176057563171,0.8694335713973095,0.9478831840426758,0.23100803164613162,0.4098304676849651,-0.1270117087732673,-0.47793688914260624,-0.6262828060694792,-0.034447079775067904,-0.033464694038524714,0.018721271208822055,0.47734649572084153,1.0763591766107998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7,0
R2048752,0.7662852690848909,-0.48120988328365305,-0.38838660275082326,0.8694335713973095,0.9478831840426758,0.2585060185973627,-0.7527219589813858,-0.1270117087732673,-0.47793688914260624,-0.6262828060694792,-0.023255315685154446,-0.026895270128796597,0.0040765754485962286,1.7464490093495015,1.0763591766107998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7,0
R2048704,0.7662852690848909,-0.9423385924305954,-0.9651796856196142,-0.6576829802210812,-0.8076088499514855,-0.8792231915098226,-0.7527219589813858,-0.1270117087732673,-0.47793688914260624,-0.6262828060694792,-0.06603165391438977,-0.02207384667586386,-0.492155625743581,1.7464490093495015,-0.818122021519067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6,0
R2048612,-0.42699940181369933,-0.9423663991869258,-1.0229051742974355,-2.184799531839472,-0.8076088499514855,-1.0923325903818633,-0.7527219589813858,-2.420634290546221,-1.1115871990321609,-0.6262828060694792,-0.06649497970983231,-0.011685801720705921,-1.294299249482697,0.47734649572084153,-0.818122021519067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5,0
R2048557,-2.4726302662112825,-0.8844078500754519,-0.7703561613319672,0.8694335713973095,0.9478831840426758,-0.35676143943643235,0.254823477462785,-0.1270117087732673,0.15571342074694838,-0.6262828060694792,-0.05151531140717815,-0.029006853608698622,0.6764067231896614,-0.7917560179078185,1.0763591766107998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2,0
R2048549,-2.4726302662112825,-0.6202436649359975,-0.6080032244255946,-0.6576829802210812,-0.8076088499514855,-0.77954298881161,-0.907728949203566,-0.1270117087732673,0.15571342074694838,-0.6262828060694792,-0.030885802310098014,0.008105256915227755,-1.2026945681841654,0.47734649572084153,-0.818122021519067,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0
R2049206,-0.9384071179130952,1.2312228607343891,1.269277771951054,0.8694335713973095,0.9478831840426758,1.2243728102593538,-0.907728949203566,2.1666108729996862,0.789363730636503,1.5271178725774979,0.1031570842214041,0.015521623792739754,1.0989333156791388,-1.4263072747221484,1.0763591766107998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10,0
R2047922,0.08440831428569649,-1.498473719039973,-1.5616764019571014,-0.6576829802210812,-0.8076088499514855,-1.2882557474093848,2.5799283307954872,-0.1270117087732673,-0.47793688914260624,-0.6262828060694792,-0.1506850178817064,-0.10948393153328188,-0.565077773356228,-1.4263072747221484,-0.818122021519067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9,0
R2048097,0.7662852690848909,-0.15911495578905513,-0.021127422867744158,0.8694335713973095,0.9478831840426758,0.33068823434434425,-0.830225454092476,-0.1270117087732673,0.15571342074694838,-0.6262828060694792,-0.006722354847779074,-0.018333233404112404,-0.05612939601010983,-0.7917560179078185,1.0763591766107998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9,0
R2048221,0.08440831428569649,-0.9238007548769495,-0.7908006052386956,-0.6576829802210812,-0.8076088499514855,-0.954842655625708,-0.2877009883148455,-0.1270117087732673,-1.1115871990321609,-0.6262828060694792,-0.06649497970983231,-0.018984169617166823,-0.8426037979481612,1.1118977525351714,-0.818122021519067,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8,0
R2048066,0.7662852690848909,-0.15705725582060043,-0.14499670065556913,0.8694335713973095,0.9478831840426758,-0.03022284439056348,0.0223129921295148,-0.1270117087732673,0.15571342074694838,1.5271178725774979,-0.015115458465221254,-0.012451296741846923,-0.08023589108867078,-0.7917560179078185,1.0763591766107998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8,0
R2048178,-2.4726302662112825,-0.7384223793404902,-0.6262829625069046,-0.6576829802210812,-0.8076088499514855,-0.8551624529274954,-0.907728949203566,-0.1270117087732673,-0.47793688914260624,-0.6262828060694792,-0.05047138946744657,-0.007288881892947313,-1.0389512003630401,-0.15720476109348847,-0.818122021519067,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8,0
R2048963,-1.2793455953126924,-0.06642576802082553,-0.0776502971981109,0.8694335713973095,0.9478831840426758,0.22069628653941997,-0.830225454092476,-0.1270117087732673,0.789363730636503,-0.6262828060694792,-0.004432345520304501,-0.01350833627138356,0.18379049625926816,-0.7917560179078185,1.0763591766107998,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7,0
R2047949,0.5958160303850923,-1.1047763939944177,-1.0830358916701661,-2.184799531839472,-0.8076088499514855,-1.0923325903818633,-0.7527219589813858,-0.1270117087732673,-0.47793688914260624,-0.6262828060694792,-0.07539745392226413,-0.0220272310345054,-1.2636237344952281,0.47734649572084153,-0.818122021519067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7,0
R2048234,0.2548775529854951,-1.1673415957379727,-1.1720293533818074,-2.184799531839472,-0.8076088499514855,-1.3570007147874623,0.254823477462785,-0.1270117087732673,-0.47793688914260624,1.5271178725774979,-0.08326751739485111,-0.016777440348001355,-1.052270038893945,1.4291733809423366,-0.818122021519067,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7,0
R2047885,-0.08606092441410211,-0.47889265358944727,-0.5057810048919525,-0.6576829802210812,0.9478831840426758,0.09351809688997631,-0.2101974932037554,-0.1270117087732673,-0.47793688914260624,1.5271178725774979,-0.0430948686900049,-0.03577365612562522,0.29365584757980984,-0.15720476109348847,0.12911857754586636,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7,0
R2047968,0.7662852690848909,-0.5599956928866482,-0.5995849239934122,-0.6576829802210812,-0.8076088499514855,-0.4770651323480683,-0.4427079785370256,-0.1270117087732673,0.15571342074694838,-0.6262828060694792,-0.036990335500051465,-0.012435638765048988,-0.21523226352861202,-1.2676694605185659,-0.818122021519067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5,0
R2048985,-1.1088763566128939,-0.828794337414514,-0.7294672735185104,-0.6576829802210812,-0.8076088499514855,-1.0304621197415935,-0.5977149687592057,-0.1270117087732673,-1.1115871990321609,-0.6262828060694792,-0.06217108525236383,-0.010263745357097877,-1.0008026719012175,-1.4263072747221484,-0.818122021519067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5,0
R2048174,0.7662852690848909,1.3239120485026186,1.377513063221969,0.8694335713973095,0.9478831840426758,0.7225345483993869,-0.5977149687592057,-0.1270117087732673,0.789363730636503,1.5271178725774979,0.047962319664321226,0.0022884004264072666,0.7019596079729361,0.7946221241280065,1.0763591766107998,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4,0
R2047961,-1.7907533114120882,-0.528017923106609,-0.5659117222646831,-0.6576829802210812,-0.8076088499514855,-0.7554822502292828,-0.6752184638702958,-0.1270117087732673,-1.7452375089217154,1.5271178725774979,-0.016933508597338203,0.020253043120240746,0.5257411289486554,-1.4263072747221484,-0.818122021519067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0
R2048192,-0.08606092441410211,-1.2922402762556622,-1.28748033073745,-2.184799531839472,-0.8076088499514855,-1.2538832637203459,1.494879399240226,-0.1270117087732673,-1.1115871990321609,-0.6262828060694792,-0.08872958174112414,-0.02998073369776542,-1.4473754932315592,-0.15720476109348847,-0.818122021519067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0
R2048357,0.7662852690848909,1.4881758270654752,1.5359695296425886,0.8694335713973095,2.703375218036837,1.8568265101376684,-0.13269399809266533,-0.1270117087732673,2.056664350415612,1.5271178725774979,0.0688191749591651,-0.016077737631362093,1.2121735763106787,-0.9503938321114009,2.023599775675733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7,0
R2048437,-2.4726302662112825,-0.027032863219327942,-0.012709122435561878,0.8694335713973095,0.9478831840426758,1.4752919411893373,0.5648374579071452,-0.1270117087732673,1.4230140405260576,-0.6262828060694792,-0.005705052557785647,-0.042280974539497675,1.669714852901766,-0.7917560179078185,1.0763591766107998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11,0
R2047550,-0.42699940181369933,-0.8522261640823225,-0.8932633476418285,-0.6576829802210812,-0.8076088499514855,-0.7245470149091479,-0.907728949203566,-0.1270117087732673,0.789363730636503,-0.6262828060694792,-0.047419482597466325,-0.01081291364940517,-1.1860610865799583,0.47734649572084153,-0.818122021519067,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11,0
R2047655,-2.4726302662112825,-0.8311115671087198,-0.8184607352301516,-0.6576829802210812,-0.8076088499514855,-0.5836198317840886,-0.36520448342593553,-0.1270117087732673,-0.47793688914260624,-0.6262828060694792,-0.05860980778739394,-0.027106476438634876,-0.7185758807689651,-1.4263072747221484,-0.818122021519067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10,0
R2047676,0.7662852690848909,-0.05020516016138534,-0.06081369633374634,-0.6576829802210812,0.9478831840426758,0.9459556923781394,-0.6752184638702958,-0.1270117087732673,0.15571342074694838,1.5271178725774979,0.02685221797196838,-0.015552034344739545,0.04192377272193711,-1.4263072747221484,0.12911857754586636,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8,0
R2047681,0.5958160303850923,-0.027032863219327942,0.3601013252753677,0.8694335713973095,0.9478831840426758,0.6915993130792519,0.4098304676849651,2.1666108729996862,0.15571342074694838,-0.6262828060694792,-0.0008235843558016708,-0.02441414161719707,0.31480929701124705,0.47734649572084153,1.0763591766107998,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6,0
R2047638,0.7662852690848909,0.3293570637495149,0.33316276389238436,0.8694335713973095,0.9478831840426758,0.9390811956403315,-0.4427079785370256,-0.1270117087732673,0.15571342074694838,1.5271178725774979,0.02507229868947637,-0.01632266394223657,0.6750808659603404,-1.4263072747221484,1.0763591766107998,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12,0
R2047457,-1.2793455953126924,0.09578031057357629,0.21819042704702862,0.8694335713973095,2.703375218036837,0.9837654244360821,-0.4427079785370256,-0.1270117087732673,1.4230140405260576,1.5271178725774979,0.036012255281866704,-0.011693399344252224,0.7593933324976074,-1.4263072747221484,2.023599775675733,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12,0
R2047068,0.7662852690848909,-0.7361051496462845,-0.7511143317726934,-0.6576829802210812,0.9478831840426758,-0.1883362693601421,0.4098304676849651,-0.1270117087732673,-0.47793688914260624,-0.6262828060694792,-0.05148869175744,-0.03418213601146439,-0.1644880913882411,-1.4263072747221484,1.0763591766107998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6,0
R2047041,-0.5974686405134979,-0.59707136799394,-0.6019901526883215,0.8694335713973095,0.9478831840426758,0.2172590381705161,-0.2877009883148455,-0.1270117087732673,0.15571342074694838,1.5271178725774979,-0.039279625377533114,-0.036292854221428535,0.1977119971671371,-0.7917560179078185,1.0763591766107998,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5,0
R2046981,0.7662852690848909,-0.45803758634159564,-0.5298332918410448,-0.6576829802210812,-0.8076088499514855,-0.4323809035523178,2.6574318259065772,-0.1270117087732673,-1.1115871990321609,-0.6262828060694792,-0.05370315883565764,-0.028265689201263027,0.2984771465955221,1.7464490093495015,-0.818122021519067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,0
R2047458,-0.08606092441410211,-0.04139968732340353,-0.0776502971981109,0.8694335713973095,0.9478831840426758,0.03852212298751418,0.09981648724060486,-0.1270117087732673,0.15571342074694838,-0.6262828060694792,-0.0390249400800383,-0.03150172895498114,0.30293684818505556,-0.9503938321114009,1.0763591766107998,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3,0
R2046780,-1.6202840727122896,-0.9657426123420734,-0.9868267438737972,-0.6576829802210812,-0.8076088499514855,-0.985777890945843,-0.2877009883148455,-0.1270117087732673,-1.1115871990321609,1.5271178725774979,-0.0789580119372411,-0.031064514859012946,-0.6851281188474617,-0.7917560179078185,-0.818122021519067,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3,0
R2047040,-0.08606092441410211,1.8360198109220873,1.8994476900172703,0.8694335713973095,0.9478831840426758,1.9565067128358808,0.33232697257387506,2.1666108729996862,2.056664350415612,1.5271178725774979,0.16064041920597572,0.02021725416873551,2.5595458524891472,-0.15720476109348847,1.0763591766107998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3,0
R2047003,-1.449814834012491,-0.133625429152792,-0.19310127455375362,0.8694335713973095,0.9478831840426758,0.57473286853652,-0.7527219589813858,-0.1270117087732673,0.789363730636503,-0.6262828060694792,-0.020966025807672796,-0.0332960183786955,-0.20191342499770723,-0.7917560179078185,1.0763591766107998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11,0
R2046877,0.7662852690848909,-0.6225608946302031,-0.6549051839763245,0.8694335713973095,-0.8076088499514855,-0.17802452425343046,0.09981648724060486,-0.1270117087732673,0.15571342074694838,1.5271178725774979,-0.044112170979998325,-0.028900990100067046,-0.35179555814866004,-0.7917560179078185,-0.818122021519067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9,0
