,PicCount,List Price,Sold Price,Tot BR,Tot Baths,TotFlArea,Age,TotalPrkng,# Rms,Fireplaces,Gross Taxes,Sold Price Per SQFT,SP/LP Ratio,SP/OLP Ratio,Strata Maint Fee,View_Score,Baths,GST Incl 0,GST Incl 1
R2072319,-0.9384071179130952,-0.8774561609928346,-0.8064345917556055,-0.6576829802210812,-0.8076088499514855,-0.1711500275156227,0.8748514383515055,-0.1270117087732673,-0.4779368891426062,1.527117872577498,-0.0657316432673408,-1.5076754560848102,1.4295212248278863,1.3611139334473503,-0.7452135578307747,-1.4263072747221484,-0.818122021519067,1.0,0.0
R2072174,0.7662852690848909,-0.7685463653651649,-0.6260424396374138,-0.6576829802210812,-0.8076088499514855,-0.7967292306561294,-0.6752184638702958,-0.1270117087732673,-0.4779368891426062,-0.6262828060694792,-0.052251308749938594,-0.042379983469696535,2.089598578234573,1.9697786400115167,-0.8527285258811567,-1.4263072747221484,-0.818122021519067,1.0,0.0
R2072237,0.7662852690848909,-0.24740140713829384,-0.2219640188926643,0.8694335713973095,0.9478831840426758,0.1794493061125734,-0.05519050298157526,-0.1270117087732673,1.4230140405260576,1.527117872577498,-0.02706983954763331,-0.6565713514273173,0.10936651801450524,0.14378452031901065,0.15010166938697936,-0.4744803895006535,1.0763591766107998,1.0,0.0
R2072486,0.7662852690848909,-0.7574236628329772,-0.6241182566814863,-0.6576829802210812,-0.8076088499514855,-0.8276644659762643,-0.5977149687592057,-0.1270117087732673,-0.4779368891426062,-0.6262828060694792,-0.052759959894935315,0.03259833676331406,1.9245792398829005,1.8176124633704744,-0.9324004921158006,-0.7917560179078185,-0.818122021519067,1.0,0.0
R2073175,-0.2565301631139007,-0.24740140713829384,-0.2412058484519381,-0.6576829802210812,-0.8076088499514855,-0.1264657987198722,0.17731998235169494,-0.1270117087732673,-1.1115871990321609,1.527117872577498,-0.03340747453529388,-0.2674854463182077,-0.05565282033716739,-0.008381656322031817,0.11297766696599533,-0.15720476109348847,-0.818122021519067,1.0,0.0
R2071984,-0.08606092441410211,-0.9469730518190068,-0.8906175960774283,-0.6576829802210812,-0.8076088499514855,-1.2091990349245954,-0.2877009883148455,-0.1270117087732673,-1.1115871990321609,-0.6262828060694792,-0.06852958428981916,0.08413261144308075,1.2645018864762136,1.2089477568063078,-1.0619126369253693,-0.7917560179078185,-0.818122021519067,1.0,0.0
R2072619,0.7662852690848909,-0.7152500823984328,-0.5899640092137753,-0.6576829802210812,-0.8076088499514855,-0.3258262041162974,-0.7527219589813858,-0.1270117087732673,0.15571342074694838,-0.6262828060694792,-0.045892809712483267,-0.790799168603981,1.7595599015312315,1.6654462867294355,-0.11356312053478115,-1.4263072747221484,-0.818122021519067,1.0,0.0
R2072411,-0.2565301631139007,-0.8542838640507772,-0.7054149865694181,-0.6576829802210812,-0.8076088499514855,-0.7004862763268207,0.0223129921295148,-0.1270117087732673,0.15571342074694838,-0.6262828060694792,-0.1506850178817064,-0.4746881834715143,2.4196372549379186,2.2741109932936023,-0.4870932617770834,-0.7917560179078185,-0.818122021519067,1.0,0.0
R2071995,0.2548775529854951,1.4884353567912263,1.7791862552718092,0.8694335713973095,0.9478831840426758,1.482166437927145,0.33232697257387506,-0.1270117087732673,-0.4779368891426062,-0.6262828060694792,0.07548919584355619,1.0412038020012366,0.9344632097728685,0.9046154035242232,0.8783588857103058,0.7946221241280065,1.0763591766107998,1.0,0.0
R2072557,0.7662852690848909,-0.5298717068619736,-0.38551957014649146,-0.6576829802210812,-0.8076088499514855,-0.7314215116469557,-0.7527219589813858,-0.1270117087732673,0.15571342074694838,-0.6262828060694792,-0.034701045622569815,0.527949706534673,1.5945405631795588,1.513280110088393,-0.7626305005250349,-1.4263072747221484,-0.818122021519067,1.0,0.0
R2073234,0.7662852690848909,-0.36766562826757176,-0.3662777405872177,-0.6576829802210812,-0.8076088499514855,-0.040534589497275134,0.09981648724060486,-0.1270117087732673,0.789363730636503,-0.6262828060694792,-0.0255446055626361,-0.6738346940619789,-0.05565282033716739,-0.008381656322031817,0.021915381806731214,1.7464490093495015,-0.818122021519067,1.0,0.0
R2072663,-1.108876356612894,-0.249486913863079,-0.18107513107920747,0.8694335713973095,0.9478831840426758,1.2071865684148344,0.5648374579071452,-0.1270117087732673,0.15571342074694838,-0.6262828060694792,-0.02045737466267609,-1.5645805484731383,0.6044245330695232,0.6002830502421381,1.390802704842815,-0.15720476109348847,1.0763591766107998,1.0,0.0
