,PicCount,Status,List Price,Sold Price,List Date,Sold Date,DOM,Tot BR,Tot Baths,TotFlArea,Yr Blt,TotalPrkng,Sold Price per SqFt,Full Baths,Half Baths,Price Per SQFT
R2040228,15.0,S,674800.0,695000.0,2/29/2016,3/9/2016,9.0,1.0,1.0,915.0,2009.0,1.0,759.56,1.0,0.0,759.56
R2039893,20.0,S,648800.0,679000.0,2/29/2016,3/8/2016,8.0,2.0,2.0,895.0,2000.0,1.0,758.66,2.0,0.0,758.66
R2039737,17.0,S,399000.0,420000.0,2/29/2016,3/8/2016,8.0,1.0,1.0,611.0,1981.0,1.0,687.4,1.0,0.0,687.4
R2040864,20.0,S,450000.0,467000.0,2/29/2016,3/7/2016,7.0,1.0,1.0,465.0,2013.0,1.0,1004.3,1.0,0.0,1004.3
R2040481,19.0,S,529900.0,590000.0,2/29/2016,3/7/2016,7.0,2.0,1.0,763.0,1989.0,1.0,773.26,1.0,0.0,773.26
R2039991,9.0,S,469900.0,531000.0,2/29/2016,3/7/2016,7.0,1.0,1.0,630.0,2009.0,1.0,842.86,1.0,0.0,842.86
R2040152,13.0,S,498000.0,551000.0,2/29/2016,3/7/2016,7.0,1.0,1.0,617.0,2006.0,1.0,893.03,1.0,0.0,893.03
R2040031,16.0,S,1298000.0,1330000.0,2/29/2016,3/7/2016,7.0,2.0,2.0,1030.0,2006.0,1.0,1291.26,2.0,0.0,1291.26
R2040078,20.0,S,899000.0,901800.0,2/29/2016,3/7/2016,7.0,2.0,2.0,886.0,2014.0,1.0,1017.83,2.0,0.0,1017.83
R2039702,16.0,S,599000.0,600000.0,2/29/2016,3/7/2016,7.0,1.0,1.0,723.0,2008.0,,829.88,1.0,0.0,829.88
R2039675,16.0,S,449000.0,477000.0,2/29/2016,3/7/2016,7.0,1.0,1.0,584.0,2002.0,0.0,816.78,1.0,0.0,816.78
R2040494,17.0,S,499000.0,500000.0,2/29/2016,3/7/2016,7.0,1.0,1.0,585.0,1999.0,1.0,854.7,1.0,0.0,854.7
R2039755,20.0,S,649000.0,646000.0,2/29/2016,3/7/2016,7.0,2.0,2.0,857.0,2009.0,1.0,753.79,2.0,0.0,753.79
R2040758,3.0,S,428000.0,440500.0,2/29/2016,3/7/2016,7.0,1.0,1.0,542.0,1999.0,1.0,812.73,1.0,0.0,812.73
R2040393,20.0,S,439900.0,445000.0,2/29/2016,3/6/2016,6.0,1.0,1.0,623.0,1999.0,1.0,714.29,1.0,0.0,714.29
R2040517,13.0,S,699000.0,699000.0,2/29/2016,3/6/2016,6.0,1.0,1.0,839.0,1998.0,1.0,833.13,1.0,0.0,833.13
R2039899,20.0,S,688000.0,710000.0,2/29/2016,3/6/2016,6.0,2.0,2.0,918.0,2009.0,1.0,773.42,2.0,0.0,773.42
R2040115,3.0,S,599000.0,589000.0,2/29/2016,3/5/2016,5.0,1.0,2.0,790.0,2006.0,1.0,745.57,1.0,1.0,745.57
R2040400,14.0,S,469000.0,475000.0,2/29/2016,3/5/2016,5.0,1.0,1.0,647.0,2009.0,1.0,734.16,1.0,0.0,734.16
R2039815,1.0,S,750000.0,688000.0,2/29/2016,3/4/2016,4.0,1.0,1.0,615.0,2008.0,1.0,1118.7,1.0,0.0,1118.7
R2040071,18.0,S,699900.0,765000.0,2/29/2016,3/4/2016,4.0,2.0,2.0,933.0,2009.0,1.0,819.94,2.0,0.0,819.94
R2041909,1.0,S,650000.0,650000.0,2/28/2016,3/18/2016,19.0,2.0,2.0,745.0,1999.0,1.0,872.48,2.0,0.0,872.48
R2039590,1.0,S,509900.0,501000.0,2/28/2016,3/16/2016,17.0,2.0,2.0,1030.0,1987.0,1.0,486.41,2.0,0.0,486.41
R2040483,9.0,S,579000.0,600800.0,2/28/2016,3/2/2016,3.0,1.0,1.0,669.0,2006.0,,898.06,1.0,0.0,898.06
R2039581,12.0,S,374900.0,374900.0,2/27/2016,3/8/2016,10.0,0.0,1.0,400.0,1999.0,1.0,937.25,1.0,0.0,937.25
R2040025,19.0,S,289000.0,280000.0,2/26/2016,3/14/2016,17.0,0.0,1.0,420.0,1957.0,,666.67,1.0,0.0,666.67
R2040039,20.0,S,479900.0,485000.0,2/26/2016,3/11/2016,14.0,1.0,1.0,681.0,1989.0,1.0,712.19,1.0,0.0,712.19
R2039382,1.0,S,498800.0,530000.0,2/26/2016,3/9/2016,12.0,1.0,1.0,798.0,1989.0,1.0,664.16,1.0,0.0,664.16
R2040554,17.0,S,468800.0,463800.0,2/26/2016,3/9/2016,12.0,0.0,1.0,577.0,2011.0,,803.81,1.0,0.0,803.81
R2040007,9.0,S,575000.0,641000.0,2/26/2016,3/7/2016,10.0,2.0,1.0,837.0,2009.0,1.0,765.83,1.0,0.0,765.83
R2039460,17.0,S,679000.0,746000.0,2/26/2016,3/6/2016,9.0,2.0,2.0,902.0,2005.0,1.0,827.05,2.0,0.0,827.05
R2039264,20.0,S,1199000.0,1380000.0,2/26/2016,3/1/2016,4.0,2.0,2.0,1211.0,1997.0,2.0,1139.55,2.0,0.0,1139.55
R2039282,6.0,S,528800.0,538000.0,2/26/2016,2/27/2016,1.0,1.0,1.0,733.0,2011.0,0.0,733.97,1.0,0.0,733.97
R2039150,8.0,T,1438000.0,,2/25/2016,,11.0,2.0,2.0,1062.0,2002.0,1.0,,2.0,0.0,1354.05
R2038862,20.0,T,768800.0,,2/25/2016,,7.0,2.0,2.0,900.0,1996.0,1.0,,2.0,0.0,854.22
R2041246,20.0,S,469900.0,536000.0,2/25/2016,3/8/2016,12.0,1.0,1.0,605.0,1998.0,1.0,885.95,1.0,0.0,885.95
R2041288,1.0,S,380000.0,375000.0,2/25/2016,3/8/2016,12.0,1.0,1.0,652.0,1991.0,0.0,575.15,1.0,0.0,575.15
R2039397,15.0,S,1688000.0,1650000.0,2/25/2016,3/3/2016,7.0,2.0,3.0,1610.0,2011.0,2.0,1024.84,2.0,1.0,1024.84
R2038790,14.0,S,399000.0,443500.0,2/25/2016,3/1/2016,5.0,2.0,1.0,802.0,1981.0,,552.99,1.0,0.0,552.99
R2038944,8.0,S,499000.0,538800.0,2/25/2016,3/1/2016,5.0,1.0,1.0,615.0,2006.0,1.0,876.1,1.0,0.0,876.1
R2038821,20.0,S,775000.0,765000.0,2/25/2016,2/29/2016,4.0,1.0,1.0,932.0,1928.0,1.0,820.82,1.0,0.0,820.82
R2039299,18.0,S,519900.0,500000.0,2/24/2016,3/25/2016,30.0,2.0,2.0,914.0,1986.0,1.0,547.05,2.0,0.0,547.05
R2038399,20.0,S,1249000.0,1290000.0,2/24/2016,3/1/2016,6.0,2.0,2.0,1136.0,2004.0,1.0,1135.56,2.0,0.0,1135.56
R2038272,20.0,S,499000.0,540000.0,2/24/2016,3/1/2016,6.0,1.0,1.0,574.0,2004.0,1.0,940.77,1.0,0.0,940.77
R2038678,15.0,S,548800.0,562500.0,2/24/2016,3/1/2016,6.0,1.0,1.0,974.0,1996.0,1.0,577.52,1.0,0.0,577.52
R2038499,17.0,S,899000.0,950000.0,2/24/2016,3/1/2016,6.0,2.0,2.0,1088.0,2008.0,1.0,873.16,2.0,0.0,873.16
R2038665,13.0,S,499000.0,545000.0,2/24/2016,2/29/2016,5.0,1.0,1.0,635.0,2002.0,,858.27,1.0,0.0,858.27
R2038681,13.0,S,335000.0,375000.0,2/24/2016,2/28/2016,4.0,0.0,1.0,456.0,2000.0,1.0,822.37,1.0,0.0,822.37
R2039113,7.0,S,459000.0,464000.0,2/24/2016,2/28/2016,4.0,1.0,1.0,558.0,2011.0,0.0,831.54,1.0,0.0,831.54
R2037993,20.0,T,679900.0,,2/23/2016,,13.0,2.0,2.0,866.0,1990.0,1.0,,2.0,0.0,785.1
R2038184,17.0,S,1050000.0,950000.0,2/23/2016,3/24/2016,30.0,2.0,2.0,1018.0,2002.0,1.0,933.2,2.0,0.0,933.2
R2038155,3.0,S,828000.0,812000.0,2/23/2016,3/16/2016,22.0,2.0,2.0,974.0,1998.0,1.0,833.68,2.0,0.0,833.68
R2039243,14.0,S,840000.0,817000.0,2/23/2016,3/11/2016,17.0,2.0,2.0,886.0,2014.0,1.0,922.12,2.0,0.0,922.12
R2039278,20.0,S,1088000.0,1200000.0,2/23/2016,3/4/2016,10.0,2.0,2.0,1214.0,1991.0,2.0,988.47,2.0,0.0,988.47
R2038227,9.0,S,499000.0,548000.0,2/23/2016,3/3/2016,9.0,1.0,1.0,615.0,2007.0,1.0,891.06,1.0,0.0,891.06
R2038245,20.0,S,475000.0,460000.0,2/23/2016,3/1/2016,7.0,1.0,1.0,547.0,2004.0,1.0,840.95,1.0,0.0,840.95
R2037804,13.0,S,549000.0,550000.0,2/23/2016,3/1/2016,7.0,1.0,1.0,631.0,2010.0,1.0,871.63,1.0,0.0,871.63
R2038460,18.0,S,599900.0,651000.0,2/23/2016,3/1/2016,7.0,1.0,1.0,716.0,1996.0,0.0,909.22,1.0,0.0,909.22
R2037947,20.0,S,699888.0,780000.0,2/23/2016,2/29/2016,6.0,2.0,2.0,914.0,2005.0,1.0,853.39,2.0,0.0,853.39
R2037982,20.0,S,729900.0,832000.0,2/23/2016,2/29/2016,6.0,2.0,2.0,883.0,2002.0,1.0,942.24,2.0,0.0,942.24
R2038350,20.0,S,499900.0,560000.0,2/23/2016,2/29/2016,6.0,1.0,1.0,558.0,2007.0,1.0,1003.58,1.0,0.0,1003.58
R2037969,15.0,S,449000.0,460000.0,2/23/2016,2/25/2016,2.0,1.0,1.0,581.0,1997.0,1.0,791.74,1.0,0.0,791.74
R2038484,12.0,S,469900.0,520500.0,2/23/2016,2/25/2016,2.0,1.0,1.0,518.0,2010.0,1.0,1004.83,1.0,0.0,1004.83
R2038394,1.0,S,400000.0,385000.0,2/23/2016,2/25/2016,2.0,0.0,1.0,505.0,2016.0,0.0,762.38,1.0,0.0,762.38
R2037602,5.0,T,899000.0,,2/22/2016,,23.0,2.0,2.0,981.0,2009.0,1.0,,2.0,0.0,916.41
R2037587,7.0,T,799000.0,,2/22/2016,,9.0,2.0,2.0,938.0,2009.0,2.0,,2.0,0.0,851.81
R2037946,14.0,S,529900.0,520000.0,2/22/2016,3/24/2016,31.0,1.0,1.0,755.0,1996.0,1.0,688.74,1.0,0.0,688.74
R2037179,20.0,S,468000.0,455000.0,2/22/2016,3/18/2016,25.0,1.0,1.0,586.0,2014.0,0.0,776.45,1.0,0.0,776.45
R2037473,18.0,S,425000.0,428000.0,2/22/2016,3/15/2016,22.0,0.0,1.0,460.0,2004.0,1.0,930.43,1.0,0.0,930.43
R2037743,19.0,S,689900.0,689900.0,2/22/2016,3/12/2016,19.0,2.0,2.0,1036.0,2009.0,1.0,665.93,2.0,0.0,665.93
R2037252,20.0,S,1050000.0,1000000.0,2/22/2016,3/12/2016,19.0,2.0,2.0,1023.0,1965.0,,977.52,2.0,0.0,977.52
R2037285,20.0,S,359000.0,355000.0,2/22/2016,3/8/2016,15.0,0.0,1.0,459.0,1999.0,1.0,773.42,1.0,0.0,773.42
R2037665,20.0,S,1349000.0,1314500.0,2/22/2016,3/7/2016,14.0,3.0,3.0,1514.0,1997.0,3.0,868.23,2.0,1.0,868.23
R2038486,11.0,S,898000.0,875000.0,2/22/2016,3/5/2016,12.0,2.0,2.0,907.0,2010.0,1.0,964.72,2.0,0.0,964.72
R2037421,15.0,S,549800.0,623000.0,2/22/2016,3/2/2016,9.0,1.0,1.0,718.0,2011.0,1.0,867.69,1.0,0.0,867.69
R2038200,20.0,S,429000.0,470500.0,2/22/2016,3/2/2016,9.0,1.0,1.0,633.0,2007.0,1.0,743.29,1.0,0.0,743.29
R2037625,19.0,S,469900.0,576000.0,2/22/2016,3/2/2016,9.0,1.0,1.0,608.0,2007.0,1.0,947.37,1.0,0.0,947.37
R2037577,7.0,S,488000.0,551000.0,2/22/2016,3/1/2016,8.0,1.0,1.0,505.0,2007.0,1.0,1091.09,1.0,0.0,1091.09
R2037670,16.0,S,349900.0,382500.0,2/22/2016,3/1/2016,8.0,1.0,1.0,508.0,1981.0,,752.95,1.0,0.0,752.95
R2037386,14.0,S,598000.0,610000.0,2/22/2016,3/1/2016,8.0,1.0,1.0,664.0,2014.0,1.0,918.67,1.0,0.0,918.67
R2037441,20.0,S,598800.0,675000.0,2/22/2016,3/1/2016,8.0,2.0,2.0,895.0,1999.0,1.0,754.19,2.0,0.0,754.19
R2037752,2.0,S,449000.0,535000.0,2/22/2016,3/1/2016,8.0,1.0,1.0,527.0,2010.0,1.0,1015.18,1.0,0.0,1015.18
R2037274,3.0,S,449000.0,490000.0,2/22/2016,2/29/2016,7.0,1.0,1.0,531.0,2012.0,0.0,922.79,1.0,0.0,922.79
R2037316,13.0,S,389900.0,401000.0,2/22/2016,2/29/2016,7.0,1.0,1.0,612.0,1982.0,1.0,655.23,1.0,0.0,655.23
R2037731,20.0,S,569900.0,610500.0,2/22/2016,2/29/2016,7.0,2.0,2.0,861.0,1989.0,1.0,709.06,2.0,0.0,709.06
R2038476,15.0,S,779900.0,790000.0,2/22/2016,2/29/2016,7.0,2.0,2.0,980.0,2011.0,1.0,806.12,2.0,0.0,806.12
R2037137,13.0,S,575000.0,675000.0,2/22/2016,2/29/2016,7.0,1.0,1.0,678.0,2011.0,1.0,995.58,1.0,0.0,995.58
R2037271,20.0,S,499000.0,526600.0,2/22/2016,2/29/2016,7.0,1.0,1.0,676.0,1998.0,,778.99,1.0,0.0,778.99
R2037781,20.0,S,429000.0,444000.0,2/22/2016,2/27/2016,5.0,1.0,1.0,660.0,2008.0,1.0,672.73,1.0,0.0,672.73
R2038418,8.0,S,449900.0,468000.0,2/22/2016,2/27/2016,5.0,1.0,1.0,580.0,2004.0,1.0,806.9,1.0,0.0,806.9
R2038691,20.0,S,680000.0,680000.0,2/22/2016,2/25/2016,3.0,1.0,1.0,827.0,2011.0,1.0,822.25,1.0,0.0,822.25
R2037963,6.0,S,416000.0,416000.0,2/21/2016,3/13/2016,21.0,0.0,1.0,460.0,2005.0,1.0,904.35,1.0,0.0,904.35
R2038233,20.0,S,469500.0,517500.0,2/21/2016,3/1/2016,9.0,1.0,1.0,747.0,2009.0,1.0,692.77,1.0,0.0,692.77
R2037292,14.0,S,564900.0,600000.0,2/21/2016,2/29/2016,8.0,1.0,1.0,761.0,2005.0,1.0,788.44,1.0,0.0,788.44
R2037532,20.0,S,695000.0,752000.0,2/20/2016,3/2/2016,11.0,2.0,2.0,956.0,2007.0,1.0,786.61,2.0,0.0,786.61
R2037241,15.0,S,499000.0,545000.0,2/20/2016,3/1/2016,10.0,1.0,1.0,589.0,2006.0,1.0,925.3,1.0,0.0,925.3
R2037657,3.0,T,529000.0,,2/19/2016,,17.0,1.0,1.0,495.0,2016.0,,,1.0,0.0,1068.69
R2037007,1.0,S,548800.0,548800.0,2/19/2016,3/2/2016,12.0,1.0,1.0,834.0,2008.0,1.0,658.03,1.0,0.0,658.03
R2038213,14.0,S,838000.0,811000.0,2/19/2016,3/1/2016,11.0,2.0,1.0,794.0,1974.0,1.0,1021.41,1.0,0.0,1021.41
R2037409,1.0,S,569000.0,555000.0,2/19/2016,2/29/2016,10.0,1.0,1.0,640.0,2010.0,,867.19,1.0,0.0,867.19
R2037038,18.0,S,799000.0,820000.0,2/19/2016,2/29/2016,10.0,2.0,2.0,863.0,2005.0,2.0,950.17,2.0,0.0,950.17
R2037296,20.0,S,1499900.0,1450000.0,2/19/2016,2/28/2016,9.0,2.0,2.0,1260.0,2009.0,2.0,1150.79,2.0,0.0,1150.79
R2037987,20.0,S,549000.0,592000.0,2/19/2016,2/24/2016,5.0,1.0,1.0,584.0,2014.0,1.0,1013.7,1.0,0.0,1013.7
R2037402,11.0,S,379999.0,365000.0,2/18/2016,3/9/2016,20.0,1.0,1.0,650.0,1964.0,,561.54,1.0,0.0,561.54
R2036978,19.0,S,445000.0,517000.0,2/18/2016,3/1/2016,12.0,1.0,1.0,610.0,1998.0,1.0,847.54,1.0,0.0,847.54
R2036638,18.0,S,448000.0,460000.0,2/18/2016,2/25/2016,7.0,2.0,1.0,818.0,1981.0,,562.35,1.0,0.0,562.35
R2036384,1.0,S,379000.0,406000.0,2/18/2016,2/24/2016,6.0,1.0,1.0,626.0,2007.0,0.0,648.56,1.0,0.0,648.56
R2036845,11.0,S,628800.0,635000.0,2/18/2016,2/19/2016,1.0,2.0,2.0,885.0,2009.0,1.0,717.51,2.0,0.0,717.51
R2036622,7.0,T,329900.0,,2/17/2016,,33.0,1.0,1.0,641.0,1968.0,1.0,,1.0,0.0,514.66
R2036301,19.0,S,788000.0,776000.0,2/17/2016,3/27/2016,39.0,1.0,1.0,675.0,2013.0,1.0,1149.63,1.0,0.0,1149.63
R2036310,15.0,S,629000.0,600000.0,2/17/2016,3/21/2016,33.0,1.0,1.0,670.0,2006.0,1.0,895.52,1.0,0.0,895.52
R2036520,19.0,S,1488000.0,1495000.0,2/17/2016,3/14/2016,26.0,3.0,4.0,1836.0,2007.0,1.0,814.27,3.0,1.0,814.27
R2036852,5.0,S,1099000.0,1095000.0,2/17/2016,3/4/2016,16.0,1.0,1.0,741.0,2010.0,1.0,1477.73,1.0,0.0,1477.73
R2036741,20.0,S,1950000.0,1950000.0,2/17/2016,3/3/2016,15.0,2.0,2.0,1577.0,2009.0,2.0,1236.53,2.0,0.0,1236.53
R2036710,19.0,S,1898000.0,1898000.0,2/17/2016,2/25/2016,8.0,2.0,3.0,1577.0,2011.0,,1203.55,2.0,1.0,1203.55
R2036313,1.0,S,469000.0,515000.0,2/17/2016,2/23/2016,6.0,1.0,1.0,615.0,2005.0,1.0,837.4,1.0,0.0,837.4
R2036146,20.0,S,499900.0,556000.0,2/17/2016,2/22/2016,5.0,1.0,1.0,654.0,2008.0,1.0,850.15,1.0,0.0,850.15
R2035844,20.0,S,848000.0,825000.0,2/17/2016,2/22/2016,5.0,2.0,2.0,902.0,1988.0,2.0,914.63,1.0,1.0,914.63
R2036217,9.0,S,645000.0,680000.0,2/17/2016,2/22/2016,5.0,2.0,2.0,831.0,2001.0,1.0,818.29,2.0,0.0,818.29
R2036143,7.0,S,499000.0,547000.0,2/17/2016,2/22/2016,5.0,1.0,1.0,624.0,2013.0,1.0,876.6,1.0,0.0,876.6
R2036158,20.0,S,499900.0,560000.0,2/17/2016,2/18/2016,1.0,1.0,1.0,735.0,2008.0,1.0,761.9,1.0,0.0,761.9
R2035685,0.0,T,639000.0,,2/16/2016,,1.0,2.0,2.0,756.0,2009.0,1.0,,2.0,0.0,845.24
R2035416,20.0,T,1190000.0,,2/16/2016,,43.0,2.0,2.0,980.0,2003.0,2.0,,2.0,0.0,1214.29
R2035723,20.0,S,989000.0,985000.0,2/16/2016,3/3/2016,16.0,2.0,2.0,1012.0,2000.0,1.0,973.32,2.0,0.0,973.32
R2035819,20.0,S,1085000.0,1052000.0,2/16/2016,3/1/2016,14.0,2.0,2.0,1052.0,2011.0,1.0,1000.0,2.0,0.0,1000.0
R2035835,20.0,S,518000.0,515000.0,2/16/2016,2/29/2016,13.0,1.0,1.0,581.0,2013.0,1.0,886.4,1.0,0.0,886.4
R2036676,20.0,S,2288000.0,2222000.0,2/16/2016,2/28/2016,12.0,2.0,3.0,1836.0,2006.0,2.0,1210.24,2.0,1.0,1210.24
R2036680,13.0,S,658000.0,750000.0,2/16/2016,2/25/2016,9.0,2.0,2.0,760.0,2010.0,1.0,986.84,2.0,0.0,986.84
R2035339,20.0,S,625000.0,676500.0,2/16/2016,2/24/2016,8.0,2.0,2.0,900.0,2009.0,1.0,751.67,2.0,0.0,751.67
R2036393,20.0,S,419800.0,465000.0,2/16/2016,2/23/2016,7.0,1.0,1.0,715.0,1977.0,1.0,650.35,1.0,0.0,650.35
R2035362,16.0,S,568000.0,590000.0,2/16/2016,2/23/2016,7.0,1.0,1.0,676.0,1994.0,1.0,872.78,1.0,0.0,872.78
R2035524,18.0,S,699000.0,735000.0,2/16/2016,2/23/2016,7.0,2.0,2.0,833.0,2008.0,1.0,882.35,2.0,0.0,882.35
R2035392,20.0,S,599800.0,661000.0,2/16/2016,2/23/2016,7.0,2.0,2.0,981.0,1993.0,1.0,673.8,2.0,0.0,673.8
R2035710,17.0,S,658000.0,683500.0,2/16/2016,2/23/2016,7.0,2.0,2.0,913.0,2009.0,1.0,748.63,2.0,0.0,748.63
R2036529,9.0,S,668000.0,698000.0,2/16/2016,2/22/2016,6.0,2.0,1.0,816.0,2007.0,1.0,855.39,1.0,0.0,855.39
R2036101,20.0,S,449900.0,475000.0,2/16/2016,2/22/2016,6.0,1.0,1.0,576.0,2004.0,1.0,824.65,1.0,0.0,824.65
R2035783,19.0,S,499900.0,503000.0,2/16/2016,2/22/2016,6.0,1.0,1.0,601.0,2012.0,1.0,836.94,1.0,0.0,836.94
R2035363,14.0,S,698000.0,875000.0,2/16/2016,2/22/2016,6.0,2.0,2.0,936.0,1981.0,1.0,934.83,2.0,0.0,934.83
R2036254,20.0,S,589000.0,588700.0,2/16/2016,2/22/2016,6.0,1.0,1.0,685.0,2007.0,1.0,859.42,1.0,0.0,859.42
R2035728,6.0,S,499999.0,495000.0,2/16/2016,2/21/2016,5.0,1.0,1.0,602.0,1999.0,1.0,822.26,1.0,0.0,822.26
R2036264,17.0,S,1499000.0,1475000.0,2/16/2016,2/19/2016,3.0,2.0,2.0,1124.0,2002.0,1.0,1312.28,2.0,0.0,1312.28
R2036903,1.0,T,2046000.0,,2/15/2016,,35.0,2.0,2.0,1122.0,1988.0,,,2.0,0.0,1823.53
R2034920,8.0,T,659000.0,,2/15/2016,,10.0,2.0,2.0,975.0,2009.0,1.0,,2.0,0.0,675.9
R2035620,20.0,T,998800.0,,2/15/2016,,9.0,2.0,2.0,1236.0,2008.0,1.0,,1.0,1.0,808.09
R2035044,1.0,T,968000.0,,2/15/2016,,2.0,2.0,2.0,1202.0,1995.0,1.0,,2.0,0.0,805.32
R2035151,0.0,T,789000.0,,2/15/2016,,10.0,1.0,1.0,809.0,2004.0,1.0,,1.0,0.0,975.28
R2035201,20.0,S,980000.0,915000.0,2/15/2016,3/17/2016,31.0,2.0,2.0,1202.0,1994.0,1.0,761.23,2.0,0.0,761.23
R2035264,8.0,S,389900.0,375000.0,2/15/2016,3/9/2016,23.0,0.0,1.0,512.0,1999.0,1.0,732.42,1.0,0.0,732.42
R2034748,20.0,S,858000.0,848000.0,2/15/2016,3/8/2016,22.0,2.0,2.0,1130.0,2006.0,1.0,750.44,2.0,0.0,750.44
R2034886,20.0,S,729999.0,723000.0,2/15/2016,3/6/2016,20.0,2.0,2.0,886.0,2008.0,,816.03,2.0,0.0,816.03
R2035660,13.0,S,488800.0,482500.0,2/15/2016,3/4/2016,18.0,2.0,1.0,723.0,1981.0,1.0,667.36,1.0,0.0,667.36
R2036067,13.0,S,428000.0,428500.0,2/15/2016,3/4/2016,18.0,1.0,1.0,628.0,1995.0,1.0,682.32,1.0,0.0,682.32
R2034767,19.0,S,764000.0,830000.0,2/15/2016,2/29/2016,14.0,2.0,2.0,898.0,1999.0,1.0,924.28,2.0,0.0,924.28
R2035150,1.0,S,938000.0,975000.0,2/15/2016,2/24/2016,9.0,2.0,2.0,945.0,2011.0,1.0,1031.75,2.0,0.0,1031.75
R2034735,20.0,S,525000.0,545000.0,2/15/2016,2/24/2016,9.0,1.0,1.0,605.0,2009.0,1.0,900.83,1.0,0.0,900.83
R2035602,12.0,S,599000.0,755000.0,2/15/2016,2/23/2016,8.0,2.0,2.0,795.0,2002.0,,949.69,2.0,0.0,949.69
R2034851,15.0,S,798000.0,768000.0,2/15/2016,2/23/2016,8.0,2.0,2.0,818.0,2009.0,1.0,938.88,2.0,0.0,938.88
R2035558,20.0,S,899900.0,899900.0,2/15/2016,2/22/2016,7.0,1.0,1.0,787.0,2007.0,1.0,1143.46,1.0,0.0,1143.46
R2034813,20.0,S,1088000.0,1168800.0,2/15/2016,2/22/2016,7.0,2.0,2.0,1087.0,1965.0,,1075.25,2.0,0.0,1075.25
R2035736,17.0,S,899000.0,1102000.0,2/15/2016,2/22/2016,7.0,2.0,2.0,1116.0,2005.0,1.0,987.46,2.0,0.0,987.46
R2035019,13.0,S,399000.0,490000.0,2/15/2016,2/22/2016,7.0,1.0,1.0,657.0,1998.0,0.0,745.81,1.0,0.0,745.81
R2034954,20.0,S,1288000.0,1240000.0,2/15/2016,2/22/2016,7.0,2.0,2.0,1259.0,1991.0,1.0,984.91,2.0,0.0,984.91
R2035320,12.0,S,388000.0,388000.0,2/15/2016,2/22/2016,7.0,1.0,1.0,628.0,1979.0,1.0,617.83,1.0,0.0,617.83
R2035243,1.0,S,550000.0,600000.0,2/15/2016,2/22/2016,7.0,1.0,1.0,682.0,2011.0,1.0,879.77,1.0,0.0,879.77
R2035506,9.0,S,539000.0,549000.0,2/15/2016,2/22/2016,7.0,1.0,1.0,738.0,2009.0,1.0,743.9,1.0,0.0,743.9
R2036162,20.0,S,1090000.0,1080000.0,2/15/2016,2/22/2016,7.0,2.0,2.0,1067.0,2005.0,1.0,1012.18,2.0,0.0,1012.18
R2035134,1.0,S,498000.0,538000.0,2/15/2016,2/21/2016,6.0,1.0,1.0,550.0,2007.0,1.0,978.18,1.0,0.0,978.18
R2035914,20.0,S,998000.0,1110000.0,2/15/2016,2/21/2016,6.0,2.0,2.0,1008.0,2000.0,,1101.19,2.0,0.0,1101.19
R2035224,12.0,S,439000.0,487261.0,2/15/2016,2/21/2016,6.0,1.0,1.0,500.0,2004.0,1.0,974.52,1.0,0.0,974.52
R2035048,15.0,S,349000.0,374000.0,2/15/2016,2/21/2016,6.0,1.0,1.0,608.0,1981.0,1.0,615.13,1.0,0.0,615.13
R2035230,20.0,S,658000.0,690000.0,2/15/2016,2/19/2016,4.0,2.0,2.0,1104.0,1993.0,1.0,625.0,2.0,0.0,625.0
R2034814,1.0,S,798800.0,798800.0,2/15/2016,2/16/2016,1.0,2.0,2.0,901.0,2009.0,1.0,886.57,2.0,0.0,886.57
R2036662,8.0,S,545900.0,545900.0,2/15/2016,2/15/2016,0.0,1.0,1.0,609.0,2017.0,1.0,896.39,1.0,0.0,896.39
R2036028,13.0,S,549900.0,565000.0,2/14/2016,2/22/2016,8.0,1.0,1.0,691.0,2010.0,1.0,817.66,1.0,0.0,817.66
R2035761,6.0,T,907900.0,,2/12/2016,,25.0,2.0,2.0,789.0,2018.0,0.0,,2.0,0.0,1150.7
R2034286,11.0,T,889000.0,,2/12/2016,,21.0,2.0,2.0,1092.0,1985.0,2.0,,2.0,0.0,814.1
R2035060,17.0,S,1458000.0,1458000.0,2/12/2016,3/7/2016,24.0,2.0,3.0,1250.0,1997.0,1.0,1166.4,2.0,1.0,1166.4
R2035743,20.0,S,429900.0,428000.0,2/12/2016,2/29/2016,17.0,1.0,1.0,524.0,2003.0,0.0,816.79,1.0,0.0,816.79
R2035193,13.0,S,998000.0,968000.0,2/12/2016,2/29/2016,17.0,2.0,1.0,890.0,2009.0,1.0,1087.64,1.0,0.0,1087.64
R2034225,5.0,S,479000.0,542800.0,2/12/2016,2/23/2016,11.0,1.0,1.0,590.0,2004.0,1.0,920.0,1.0,0.0,920.0
R2034253,20.0,S,1149999.0,1150000.0,2/12/2016,2/22/2016,10.0,2.0,2.0,928.0,1987.0,1.0,1239.22,2.0,0.0,1239.22
R2034507,1.0,S,568000.0,605000.0,2/12/2016,2/21/2016,9.0,1.0,1.0,688.0,1998.0,1.0,879.36,1.0,0.0,879.36
R2034467,1.0,S,499900.0,510000.0,2/12/2016,2/12/2016,0.0,1.0,1.0,665.0,2008.0,,766.92,1.0,0.0,766.92
R2033695,20.0,T,449000.0,,2/11/2016,,19.0,2.0,2.0,814.0,1982.0,1.0,,1.0,1.0,551.6
